"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","rejects wrong length","Near Citizens House","Mon Jan 12 21:35:15 UTC 2026","passed","Mon Jan 12 21:35:15 UTC 2026","NEAR Account Validation > nearImplicitAccountSchema > invalid implicit accounts","Shared Library Unit Tests","",""
"","0","should handle hex with leading zeros","Near Citizens House","Mon Jan 12 21:35:15 UTC 2026","passed","Mon Jan 12 21:35:15 UTC 2026","NEP-413 Verification > parseUserContextData > Edge Cases","Shared Library Unit Tests","",""
"Verifies that only the current backend wallet can update the backend wallet and unauthorized accounts are rejected.","45","test_unauthorized_update_backend_wallet","Near Citizens House","Mon Jan 12 21:35:59 UTC 2026","passed","Mon Jan 12 21:35:59 UTC 2026","Backend Wallet Management","Verified Accounts Unit Tests","",""
"Verifies that unauthorized accounts cannot store verifications. Security-critical test.","3701","test_unauthorized_store_verification","Near Citizens House","Mon Jan 12 21:37:26 UTC 2026","passed","Mon Jan 12 21:37:29 UTC 2026","Access Control","Verified Accounts Integration Tests","",""
"","0","should handle mixed binary and JSON data","Near Citizens House","Mon Jan 12 21:35:15 UTC 2026","passed","Mon Jan 12 21:35:15 UTC 2026","NEP-413 Verification > parseUserContextData > Edge Cases","Shared Library Unit Tests","",""
"Verifies that get_verifications rejects batch queries exceeding maximum size of 100 accounts.","15","test_batch_size_exceeded_get_verifications","Near Citizens House","Mon Jan 12 21:35:59 UTC 2026","passed","Mon Jan 12 21:35:59 UTC 2026","Input Validation","Verified Accounts Unit Tests","",""
"Verifies that invalid signatures (all zeros) are rejected.","3115","test_invalid_signature_rejected","Near Citizens House","Mon Jan 12 21:37:44 UTC 2026","passed","Mon Jan 12 21:37:47 UTC 2026","Signature Verification","Verified Accounts Integration Tests","",""
"","0","accepts 0x + 40 lowercase hex chars","Near Citizens House","Mon Jan 12 21:35:15 UTC 2026","passed","Mon Jan 12 21:35:15 UTC 2026","NEAR Account Validation > ethImplicitAccountSchema > valid ETH-implicit accounts","Shared Library Unit Tests","",""
"","0","identifies named accounts","Near Citizens House","Mon Jan 12 21:35:15 UTC 2026","passed","Mon Jan 12 21:35:15 UTC 2026","NEAR Account Validation > getNearAccountType","Shared Library Unit Tests","",""
"Migrate function test: migrate() should fail if called by non-contract account. The #[private] attribute ensures only the contract account can call migrate().","3586","test_migrate_fails_when_called_by_non_contract_account","Near Citizens House","Mon Jan 12 21:37:47 UTC 2026","passed","Mon Jan 12 21:37:51 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"","0","should handle maximum allowed length (4096 chars)","Near Citizens House","Mon Jan 12 21:35:15 UTC 2026","passed","Mon Jan 12 21:35:15 UTC 2026","NEP-413 Verification > parseUserContextData > Boundary Tests","Shared Library Unit Tests","",""
"Verifies that signatures longer than 64 bytes are rejected.","17","test_signature_too_long","Near Citizens House","Mon Jan 12 21:35:59 UTC 2026","passed","Mon Jan 12 21:35:59 UTC 2026","Signature Verification","Verified Accounts Unit Tests","",""
"Verifies that proof components exactly at the 80 character limit are accepted.","22","test_proof_components_at_max_length_allowed","Near Citizens House","Mon Jan 12 21:35:59 UTC 2026","passed","Mon Jan 12 21:35:59 UTC 2026","Proof Validation","Verified Accounts Unit Tests","",""
"Verifies that unauthorized accounts cannot pause the contract. Security-critical test.","3204","test_unauthorized_pause","Near Citizens House","Mon Jan 12 21:37:26 UTC 2026","passed","Mon Jan 12 21:37:29 UTC 2026","Access Control","Verified Accounts Integration Tests","",""
"","122","should support Passport attestation (ID=1)","Near Citizens House","Mon Jan 12 21:35:15 UTC 2026","passed","Mon Jan 12 21:35:15 UTC 2026","ZK Verification > verifyStoredProof > Positive Tests - Attestation Types","Shared Library Unit Tests","",""
"Verifies that store_verification rejects ZK proof with 'c' component strings exceeding 80 character maximum length.","15","test_proof_component_c_too_long","Near Citizens House","Mon Jan 12 21:35:59 UTC 2026","passed","Mon Jan 12 21:35:59 UTC 2026","Proof Validation","Verified Accounts Unit Tests","",""
"Verifies the same NEAR account cannot be verified twice even with new signatures/nullifiers.","31","test_double_verification_rejected","Near Citizens House","Mon Jan 12 21:35:59 UTC 2026","passed","Mon Jan 12 21:35:59 UTC 2026","Store Verification","Verified Accounts Unit Tests","",""
"Baseline test: V1 contract can store and retrieve verifications.","3918","test_v1_baseline_storage_and_retrieval","Near Citizens House","Mon Jan 12 21:38:11 UTC 2026","passed","Mon Jan 12 21:38:15 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"Verifies that account ID mismatch between near_account_id and signature_data.account_id is rejected.","3639","test_account_id_mismatch","Near Citizens House","Mon Jan 12 21:37:33 UTC 2026","passed","Mon Jan 12 21:37:37 UTC 2026","Input Validation","Verified Accounts Integration Tests","",""
"Verifies that update_backend_wallet requires exactly 1 yoctoNEAR deposit.","4212","test_update_backend_wallet_requires_one_yocto","Near Citizens House","Mon Jan 12 21:37:26 UTC 2026","passed","Mon Jan 12 21:37:30 UTC 2026","Access Control","Verified Accounts Integration Tests","",""
"","91","should successfully connect to Celo RPC endpoint","Near Citizens House","Mon Jan 12 21:35:17 UTC 2026","passed","Mon Jan 12 21:35:17 UTC 2026","ZK Verification > RPC Connection > Happy Path","Shared Library Unit Tests","",""
"
## Purpose
Verifies that StorageKey enum discriminants remain constant across contract versions.
These discriminants are used as storage prefixes for NEAR SDK collections.

## Why This Matters
- If StorageKey::Nullifiers changes from 0x00 to 0x01, all existing nullifiers become orphaned
- This is a **silent data corruption** bug - contract deploys but data is lost
- Borsh uses enum declaration order to assign discriminants (0x00, 0x01, 0x02...)

## Expected Values
- Nullifiers: 0x00
- Accounts: 0x01
","0","test_storage_key_discriminants_are_stable","Near Citizens House","Mon Jan 12 21:35:59 UTC 2026","passed","Mon Jan 12 21:35:59 UTC 2026","Storage Stability","Verified Accounts Unit Tests","",""
"Verifies that user_context_data at the 4096 character limit is accepted.","21","test_user_context_data_max_length_allowed","Near Citizens House","Mon Jan 12 21:35:59 UTC 2026","passed","Mon Jan 12 21:35:59 UTC 2026","Input Validation","Verified Accounts Unit Tests","",""
"","0","should handle non-numeric proof values","Near Citizens House","Mon Jan 12 21:35:17 UTC 2026","passed","Mon Jan 12 21:35:17 UTC 2026","ZK Verification > verifyStoredProofWithDetails > Negative Tests","Shared Library Unit Tests","",""
"","0","rejects accounts ending with separator","Near Citizens House","Mon Jan 12 21:35:15 UTC 2026","passed","Mon Jan 12 21:35:15 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"","0","should handle input exceeding typical maximum length","Near Citizens House","Mon Jan 12 21:35:15 UTC 2026","passed","Mon Jan 12 21:35:15 UTC 2026","NEP-413 Verification > parseUserContextData > Boundary Tests","Shared Library Unit Tests","",""
"Verifies that store_verification rejects ZK proof with public_signals array exceeding maximum length of 21.","17","test_public_signals_too_many","Near Citizens House","Mon Jan 12 21:35:59 UTC 2026","passed","Mon Jan 12 21:35:59 UTC 2026","Proof Validation","Verified Accounts Unit Tests","",""
