"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should return error for malformed signature","Near Citizens House","Mon Dec 15 23:47:32 UTC 2025","passed","Mon Dec 15 23:47:32 UTC 2025","NEP-413 Verification > verifyNearSignature > Negative Tests","Shared Library Unit Tests","",""
"Verifies that store_verification rejects ZK proof with 'c' component strings exceeding 80 character maximum length.","56","test_proof_component_c_too_long","Near Citizens House","Mon Dec 15 23:47:17 UTC 2025","passed","Mon Dec 15 23:47:17 UTC 2025","Proof Validation","Verified Accounts Unit Tests","",""
"","1","should handle empty recipient string","Near Citizens House","Mon Dec 15 23:47:32 UTC 2025","passed","Mon Dec 15 23:47:32 UTC 2025","NEP-413 Verification > computeNep413Hash > Edge Cases","Shared Library Unit Tests","",""
"","0","rejects accounts ending with separator","Near Citizens House","Mon Dec 15 23:47:40 UTC 2025","passed","Mon Dec 15 23:47:40 UTC 2025","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"Verifies that only the backend wallet can unpause the contract and unauthorized accounts are rejected.","107","test_unauthorized_unpause","Near Citizens House","Mon Dec 15 23:47:17 UTC 2025","passed","Mon Dec 15 23:47:17 UTC 2025","Pause/Unpause","Verified Accounts Unit Tests","",""
"","0","rejects non-hex characters","Near Citizens House","Mon Dec 15 23:47:40 UTC 2025","passed","Mon Dec 15 23:47:40 UTC 2025","NEAR Account Validation > nearImplicitAccountSchema > invalid implicit accounts","Shared Library Unit Tests","",""
"Verifies that newly initialized contract starts with zero verified accounts.","54","test_invariant_verified_count_starts_at_zero","Near Citizens House","Mon Dec 15 23:47:16 UTC 2025","passed","Mon Dec 15 23:47:16 UTC 2025","Invariants","Verified Accounts Unit Tests","",""
"","1","should throw for short nonce (31 bytes)","Near Citizens House","Mon Dec 15 23:47:32 UTC 2025","passed","Mon Dec 15 23:47:32 UTC 2025","NEP-413 Verification > computeNep413Hash > Boundary Tests","Shared Library Unit Tests","",""
"","388","should return false for invalid proof","Near Citizens House","Mon Dec 15 23:47:35 UTC 2025","passed","Mon Dec 15 23:47:36 UTC 2025","ZK Verification > verifyStoredProof > Negative Tests","Shared Library Unit Tests","",""
"","0","accepts 64 lowercase hex chars","Near Citizens House","Mon Dec 15 23:47:40 UTC 2025","passed","Mon Dec 15 23:47:40 UTC 2025","NEAR Account Validation > nearImplicitAccountSchema > valid implicit accounts","Shared Library Unit Tests","",""
"","7","should verify valid signature from correct signer","Near Citizens House","Mon Dec 15 23:47:32 UTC 2025","passed","Mon Dec 15 23:47:32 UTC 2025","NEP-413 Verification > verifyNearSignature > Happy Path","Shared Library Unit Tests","",""
"","0","rejects accounts starting with separator","Near Citizens House","Mon Dec 15 23:47:40 UTC 2025","passed","Mon Dec 15 23:47:40 UTC 2025","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"Verifies callback calculates quorum from policy and schedules quorum update proposal.","55","test_callback_policy_received_for_quorum","Near Citizens House","Mon Dec 15 23:47:26 UTC 2025","passed","Mon Dec 15 23:47:26 UTC 2025","Callbacks","Sputnik Bridge Unit Tests","",""
"Verifies that only the backend wallet can pause the contract and unauthorized accounts are rejected.","55","test_unauthorized_pause","Near Citizens House","Mon Dec 15 23:47:17 UTC 2025","passed","Mon Dec 15 23:47:17 UTC 2025","Pause/Unpause","Verified Accounts Unit Tests","",""
"","96","should handle well-formed proof structure","Near Citizens House","Mon Dec 15 23:47:34 UTC 2025","passed","Mon Dec 15 23:47:34 UTC 2025","ZK Verification > verifyStoredProof > Happy Path (Network Connectivity)","Shared Library Unit Tests","",""
"","1","accepts standard named accounts","Near Citizens House","Mon Dec 15 23:47:40 UTC 2025","passed","Mon Dec 15 23:47:40 UTC 2025","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
