"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that all-zeros nonce (edge case - weak randomness) is accepted.","3595","test_nonce_all_zeros","Near Citizens House","Wed Jan 14 19:14:43 UTC 2026","passed","Wed Jan 14 19:14:47 UTC 2026","Edge Cases","Verified Accounts Integration Tests","",""
"","1","should handle proof components exceeding typical size limits","Near Citizens House","Wed Jan 14 19:13:03 UTC 2026","passed","Wed Jan 14 19:13:03 UTC 2026","ZK Verification > verifyStoredProofWithDetails > Boundary Tests","Shared Library Unit Tests","",""
"","0","should convert base64 nonce to array","Near Citizens House","Wed Jan 14 19:13:00 UTC 2026","passed","Wed Jan 14 19:13:00 UTC 2026","NEP-413 Verification > parseUserContextData > Positive Tests","Shared Library Unit Tests","",""
"","0","rejects uppercase 0X prefix","Near Citizens House","Wed Jan 14 19:13:00 UTC 2026","passed","Wed Jan 14 19:13:00 UTC 2026","NEAR Account Validation > ethImplicitAccountSchema > invalid ETH-implicit accounts","Shared Library Unit Tests","",""
"","2","should reject signature for wrong message","Near Citizens House","Wed Jan 14 19:13:00 UTC 2026","passed","Wed Jan 14 19:13:00 UTC 2026","NEP-413 Verification > verifyNearSignature > Negative Tests","Shared Library Unit Tests","",""
"Upgrade test: Admin functions work correctly after upgrade.","5594","test_upgrade_admin_functions_work","Near Citizens House","Wed Jan 14 19:15:04 UTC 2026","passed","Wed Jan 14 19:15:10 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"","1","should produce different hash for different nonces","Near Citizens House","Wed Jan 14 19:13:00 UTC 2026","passed","Wed Jan 14 19:13:00 UTC 2026","NEP-413 Verification > computeNep413Hash > Happy Path","Shared Library Unit Tests","",""
"Verifies that store_verification rejects when signature account_id doesn't match near_account_id parameter.","18","test_account_id_mismatch","Near Citizens House","Wed Jan 14 19:13:53 UTC 2026","passed","Wed Jan 14 19:13:53 UTC 2026","Input Validation","Verified Accounts Unit Tests","",""
"Verifies that unicode characters in user_context_data are handled correctly.","3624","test_unicode_in_user_context_data","Near Citizens House","Wed Jan 14 19:14:43 UTC 2026","passed","Wed Jan 14 19:14:47 UTC 2026","Edge Cases","Verified Accounts Integration Tests","",""
"Verifies signatures signed by a different key than the declared account are rejected.","22","test_signature_from_different_key_rejected","Near Citizens House","Wed Jan 14 19:13:53 UTC 2026","passed","Wed Jan 14 19:13:53 UTC 2026","Signature Verification","Verified Accounts Unit Tests","",""
"Verifies that all-0xFF nonce (max byte values) is accepted.","3084","test_nonce_all_max_bytes","Near Citizens House","Wed Jan 14 19:14:43 UTC 2026","passed","Wed Jan 14 19:14:46 UTC 2026","Edge Cases","Verified Accounts Integration Tests","",""
"Verifies that batch get_verifications returns None for all non-existent accounts.","15","test_get_verifications_empty","Near Citizens House","Wed Jan 14 19:13:53 UTC 2026","passed","Wed Jan 14 19:13:53 UTC 2026","Composability Interface","Verified Accounts Unit Tests","",""
"Verifies that update_backend_wallet requires exactly 1 yoctoNEAR deposit.","3669","test_update_backend_wallet_requires_one_yocto","Near Citizens House","Wed Jan 14 19:14:40 UTC 2026","passed","Wed Jan 14 19:14:43 UTC 2026","Access Control","Verified Accounts Integration Tests","",""
"","352","should support Biometric ID Card attestation (ID=2)","Near Citizens House","Wed Jan 14 19:13:01 UTC 2026","passed","Wed Jan 14 19:13:01 UTC 2026","ZK Verification > verifyStoredProof > Positive Tests - Attestation Types","Shared Library Unit Tests","",""
"Verifies that signatures shorter than 64 bytes are rejected.","15","test_invalid_signature_length","Near Citizens House","Wed Jan 14 19:13:53 UTC 2026","passed","Wed Jan 14 19:13:53 UTC 2026","Signature Verification","Verified Accounts Unit Tests","",""
"","143","should cache verifier address","Near Citizens House","Wed Jan 14 19:13:03 UTC 2026","passed","Wed Jan 14 19:13:03 UTC 2026","ZK Verification > Verifier Contract Resolution > Positive Tests","Shared Library Unit Tests","",""
"Verifies that batch verification returns false for all non-verified accounts.","22","test_are_verified_empty","Near Citizens House","Wed Jan 14 19:13:53 UTC 2026","passed","Wed Jan 14 19:13:53 UTC 2026","Composability Interface","Verified Accounts Unit Tests","",""
"","78","should support Passport attestation (ID=1)","Near Citizens House","Wed Jan 14 19:13:01 UTC 2026","passed","Wed Jan 14 19:13:01 UTC 2026","ZK Verification > verifyStoredProof > Positive Tests - Attestation Types","Shared Library Unit Tests","",""
"","0","should handle unicode messages correctly","Near Citizens House","Wed Jan 14 19:13:00 UTC 2026","passed","Wed Jan 14 19:13:00 UTC 2026","NEP-413 Verification > computeNep413Hash > Edge Cases","Shared Library Unit Tests","",""
"Verifies that the function can connect to Celo RPC endpoints. An invalid proof should return false (not throw).","315","should connect to Celo RPC and attempt verification","Near Citizens House","Wed Jan 14 19:13:00 UTC 2026","passed","Wed Jan 14 19:13:01 UTC 2026","ZK Verification > verifyStoredProof > Happy Path (Network Connectivity)","Shared Library Unit Tests","",""
"Verifies that only the backend wallet can unpause the contract and unauthorized accounts are rejected.","34","test_unauthorized_unpause","Near Citizens House","Wed Jan 14 19:13:53 UTC 2026","passed","Wed Jan 14 19:13:53 UTC 2026","Pause/Unpause","Verified Accounts Unit Tests","",""
"Verifies that backend wallet can be updated by the current backend wallet, emitting proper events.","51","test_update_backend_wallet","Near Citizens House","Wed Jan 14 19:13:53 UTC 2026","passed","Wed Jan 14 19:13:53 UTC 2026","Backend Wallet Management","Verified Accounts Unit Tests","",""
"","0","rejects wrong length","Near Citizens House","Wed Jan 14 19:13:00 UTC 2026","passed","Wed Jan 14 19:13:00 UTC 2026","NEAR Account Validation > ethImplicitAccountSchema > invalid ETH-implicit accounts","Shared Library Unit Tests","",""
"Verifies that store_verification rejects empty nullifier strings.","17","test_nullifier_empty","Near Citizens House","Wed Jan 14 19:13:53 UTC 2026","passed","Wed Jan 14 19:13:53 UTC 2026","Input Validation","Verified Accounts Unit Tests","",""
"","0","rejects accounts longer than 64 chars","Near Citizens House","Wed Jan 14 19:13:00 UTC 2026","passed","Wed Jan 14 19:13:00 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"Verifies that pagination is capped at 100 items even when requesting more.","108048","test_pagination_limit_capped_at_100","Near Citizens House","Wed Jan 14 19:14:49 UTC 2026","passed","Wed Jan 14 19:16:37 UTC 2026","Pagination","Verified Accounts Integration Tests","",""
