"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should produce different hash for different nonces","Near Citizens House","Wed Dec 17 13:08:46 UTC 2025","passed","Wed Dec 17 13:08:46 UTC 2025","NEP-413 Verification > computeNep413Hash > Happy Path","Shared Library Unit Tests","",""
"","0","should produce different hash for different recipients","Near Citizens House","Wed Dec 17 13:08:46 UTC 2025","passed","Wed Dec 17 13:08:46 UTC 2025","NEP-413 Verification > computeNep413Hash > Happy Path","Shared Library Unit Tests","",""
"","0","test_zk_proof_json_missing_b_field_fails","Near Citizens House","Wed Dec 17 13:13:32 UTC 2025","passed","Wed Dec 17 13:13:32 UTC 2025","Validation","Verified Accounts Interface Tests","",""
"Verifies that the 'all' (Everyone) role has *:Finalize permission so anyone can finalize expired proposals.","5432","test_dao_init_all_role_can_finalize","Near Citizens House","Wed Dec 17 13:40:21 UTC 2025","passed","Wed Dec 17 13:40:26 UTC 2025","DAO Integration Setup","Sputnik Bridge Integration Tests","",""
"","0","identifies ETH-implicit accounts","Near Citizens House","Wed Dec 17 13:08:53 UTC 2025","passed","Wed Dec 17 13:08:53 UTC 2025","NEAR Account Validation > getNearAccountType","Shared Library Unit Tests","",""
"Verifies that the backend wallet can update to itself (no-op but valid operation) and continue functioning normally.","8212","test_backend_wallet_self_update","Near Citizens House","Wed Dec 17 13:30:22 UTC 2025","passed","Wed Dec 17 13:30:30 UTC 2025","Backend Wallet Management","Sputnik Bridge Integration Tests","",""
"
## Purpose
Verifies that empty descriptions are rejected during proposal creation.

## Input Validation
Empty string """" should be rejected with ""cannot be empty"" error.
","5371","test_create_proposal_empty_description","Near Citizens House","Wed Dec 17 13:39:14 UTC 2025","passed","Wed Dec 17 13:39:19 UTC 2025","Proposal Validation","Sputnik Bridge Integration Tests","",""
"Verifies QUORUM_PERCENT is within valid range (0 < value <= 100).","0","test_invariant_quorum_percent_valid_range","Near Citizens House","Wed Dec 17 13:16:54 UTC 2025","passed","Wed Dec 17 13:16:54 UTC 2025","Invariants","Sputnik Bridge Unit Tests","",""
"Verifies that the get_info view function returns correct bridge configuration details.","5353","test_get_info","Near Citizens House","Wed Dec 17 13:40:43 UTC 2025","passed","Wed Dec 17 13:40:49 UTC 2025","Read Functions","Sputnik Bridge Integration Tests","",""
"Verifies that newly initialized contract starts with zero verified accounts.","54","test_invariant_verified_count_starts_at_zero","Near Citizens House","Wed Dec 17 13:12:04 UTC 2025","passed","Wed Dec 17 13:12:04 UTC 2025","Invariants","Verified Accounts Unit Tests","",""
"Verifies that callback_add_member cannot be called externally, protected by #[private] macro. Security-critical test.","5836","test_callback_add_member_cannot_be_called_externally","Near Citizens House","Wed Dec 17 13:39:46 UTC 2025","passed","Wed Dec 17 13:39:52 UTC 2025","Callback Security","Sputnik Bridge Integration Tests","",""
"","1","should handle very long recipient string","Near Citizens House","Wed Dec 17 13:08:46 UTC 2025","passed","Wed Dec 17 13:08:46 UTC 2025","NEP-413 Verification > computeNep413Hash > Edge Cases","Shared Library Unit Tests","",""
"Verifies that the DAO policy is configured correctly with proper proposal period and citizen role.","5384","test_dao_policy_configured_correctly","Near Citizens House","Wed Dec 17 13:40:38 UTC 2025","passed","Wed Dec 17 13:40:43 UTC 2025","Contract Setup","Sputnik Bridge Integration Tests","",""
"","132","should handle proof with large BN254 field elements","Near Citizens House","Wed Dec 17 13:08:49 UTC 2025","passed","Wed Dec 17 13:08:49 UTC 2025","ZK Verification > verifyStoredProof > Boundary Tests","Shared Library Unit Tests","",""
"
## Purpose
Verifies proposal is rejected when majority (>50%) votes reject.

## Scenario
3 citizens: 1st reject → InProgress, 2nd reject → Rejected (2/3 ≥ 50%)
","17547","test_proposal_fails_with_majority_no","Near Citizens House","Wed Dec 17 13:42:00 UTC 2025","passed","Wed Dec 17 13:42:18 UTC 2025","Proposal Outcomes","Sputnik Bridge Integration Tests","",""
"Verifies that ongoing and subsequent operations work correctly after backend wallet rotation. Tests state consistency across rotation.","12940","test_operations_continue_after_wallet_rotation","Near Citizens House","Wed Dec 17 13:30:34 UTC 2025","passed","Wed Dec 17 13:30:47 UTC 2025","Backend Wallet Management","Sputnik Bridge Integration Tests","",""
"
## Purpose
Verifies that proposals created via the bridge show the bridge contract as the proposer.

## Test 4.2.5 - bridge_proposal_shows_bridge_as_proposer

## Expected
Proposal.proposer == bridge contract account ID.
","9399","test_bridge_proposal_shows_bridge_as_proposer","Near Citizens House","Wed Dec 17 13:39:04 UTC 2025","passed","Wed Dec 17 13:39:14 UTC 2025","Member Addition","Sputnik Bridge Integration Tests","",""
"","1","should throw for long nonce (33 bytes)","Near Citizens House","Wed Dec 17 13:08:46 UTC 2025","passed","Wed Dec 17 13:08:46 UTC 2025","NEP-413 Verification > computeNep413Hash > Boundary Tests","Shared Library Unit Tests","",""
"Verifies that get_accounts rejects batch queries exceeding maximum size of 100 accounts.","57","test_batch_size_exceeded_get_accounts","Near Citizens House","Wed Dec 17 13:12:03 UTC 2025","passed","Wed Dec 17 13:12:03 UTC 2025","Input Validation","Verified Accounts Unit Tests","",""
"","0","test_zk_proof_json_invalid_a_array_length_fails","Near Citizens House","Wed Dec 17 13:13:32 UTC 2025","passed","Wed Dec 17 13:13:32 UTC 2025","Validation","Verified Accounts Interface Tests","",""
"","0","test_weight_or_ratio_empty_array_fails","Near Citizens House","Wed Dec 17 13:18:22 UTC 2025","passed","Wed Dec 17 13:18:22 UTC 2025","Validation","Sputnik DAO Interface Tests","",""
"Verifies that a proposal remains InProgress when participation meets quorum but YES votes don't reach the threshold.","81729","test_vote_proposal_quorum_passes_threshold_fails","Near Citizens House","Wed Dec 17 13:34:14 UTC 2025","passed","Wed Dec 17 13:35:36 UTC 2025","Dynamic Quorum","Sputnik Bridge Integration Tests","",""
