"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_verification_summary_json_missing_nullifier_fails","Near Citizens House","Tue Jan 20 09:10:09 UTC 2026","passed","Tue Jan 20 09:10:09 UTC 2026","Validation","Verified Accounts Interface Tests","",""
"","0","accepts all valid attestation IDs (1, 2, 3)","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","External Boundary Validation > selfVerificationResultSchema","Shared Library Unit Tests","",""
"","0","accepts response with all isValidDetails fields","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","External Boundary Validation > selfVerificationResultSchema","Shared Library Unit Tests","",""
"","1","accepts valid verification events","Analytics Event Type Safety","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","","valid events compile correctly","",""
"Verifies that are_verified enforces the batch size limit of 100 accounts.","2332","test_batch_size_limit_enforced","Near Citizens House","Tue Jan 20 09:16:26 UTC 2026","passed","Tue Jan 20 09:16:28 UTC 2026","Security","Verified Accounts Integration Tests","",""
"","0","accepts valid timer names","Logger RequestContext Type Safety","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","","VerifyContext - valid operations compile correctly","",""
"","0","rejects missing permission","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","External Boundary Validation > nearAccessKeyResponseSchema","Shared Library Unit Tests","",""
"Verifies that nonces longer than 32 bytes are rejected.","28","test_nonce_too_long","Near Citizens House","Tue Jan 20 09:10:09 UTC 2026","passed","Tue Jan 20 09:10:09 UTC 2026","Signature Verification","Verified Accounts Unit Tests","",""
"Upgrade test: Contract state fields (backend_wallet, paused) persist across upgrade.","4112","test_upgrade_preserves_contract_state","Near Citizens House","Tue Jan 20 09:16:28 UTC 2026","passed","Tue Jan 20 09:16:32 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"","1","returns false for invalid accounts","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","NEAR Account Validation > isValidNearAccountId","Shared Library Unit Tests","",""
"","0","accepts standard named accounts","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"","0","accepts ETH-implicit accounts","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","NEAR Account Validation > nearAccountIdSchema","Shared Library Unit Tests","",""
"","0","rejects unknown permission type","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","External Boundary Validation > nearAccessKeyResponseSchema","Shared Library Unit Tests","",""
"","0","rejects invalid timer names","Logger RequestContext Type Safety","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","","VerifyContext - invalid operations cause type errors","",""
"Verifies that nonces with invalid length (not 32 bytes) are rejected.","3720","test_invalid_nonce_length","Near Citizens House","Tue Jan 20 09:16:23 UTC 2026","passed","Tue Jan 20 09:16:27 UTC 2026","Input Validation","Verified Accounts Integration Tests","",""
"Verifies that store_verification rejects unsupported attestation_id values.","54","test_attestation_id_invalid_value_rejected","Near Citizens House","Tue Jan 20 09:10:09 UTC 2026","passed","Tue Jan 20 09:10:09 UTC 2026","Input Validation","Verified Accounts Unit Tests","",""
"","0","accepts accounts with underscores and hyphens","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"Verifies that all-0xFF nonce (max byte values) is accepted.","3795","test_nonce_all_max_bytes","Near Citizens House","Tue Jan 20 09:16:23 UTC 2026","passed","Tue Jan 20 09:16:27 UTC 2026","Edge Cases","Verified Accounts Integration Tests","",""
"","0","rejects invalid enum values","Analytics Event Type Safety","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","","invalid events cause type errors","",""
"Upgrade test: Account uniqueness persists across upgrade.","4628","test_upgrade_account_uniqueness_persists","Near Citizens House","Tue Jan 20 09:16:27 UTC 2026","passed","Tue Jan 20 09:16:32 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"Migrate function test: migrate() should fail if called by non-contract account. The #[private] attribute ensures only the contract account can call migrate().","4114","test_migrate_fails_when_called_by_non_contract_account","Near Citizens House","Tue Jan 20 09:16:27 UTC 2026","passed","Tue Jan 20 09:16:31 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"Verifies that proof validation accepts fewer than 21 public signals.","36","test_public_signals_under_max_allowed","Near Citizens House","Tue Jan 20 09:10:09 UTC 2026","passed","Tue Jan 20 09:10:09 UTC 2026","Proof Validation","Verified Accounts Unit Tests","",""
"Verifies that user_context_data at the 4096 character limit is accepted.","39","test_user_context_data_max_length_allowed","Near Citizens House","Tue Jan 20 09:10:09 UTC 2026","passed","Tue Jan 20 09:10:09 UTC 2026","Input Validation","Verified Accounts Unit Tests","",""
"","0","rejects invalid characters","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"Verifies that batch verification returns false for all non-verified accounts.","26","test_are_verified_empty","Near Citizens House","Tue Jan 20 09:10:09 UTC 2026","passed","Tue Jan 20 09:10:09 UTC 2026","Composability Interface","Verified Accounts Unit Tests","",""
"Verifies that proof components exactly at the 80 character limit are accepted.","38","test_proof_components_at_max_length_allowed","Near Citizens House","Tue Jan 20 09:10:09 UTC 2026","passed","Tue Jan 20 09:10:09 UTC 2026","Proof Validation","Verified Accounts Unit Tests","",""
"","0","test_verification_summary_json_roundtrip","Near Citizens House","Tue Jan 20 09:10:09 UTC 2026","passed","Tue Jan 20 09:10:09 UTC 2026","Serialization","Verified Accounts Interface Tests","",""
"Upgrade test: Pagination works correctly after upgrade.","8147","test_upgrade_pagination_works","Near Citizens House","Tue Jan 20 09:16:28 UTC 2026","passed","Tue Jan 20 09:16:36 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"","0","returns true for valid accounts","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","NEAR Account Validation > isValidNearAccountId","Shared Library Unit Tests","",""
"Verifies that store_verification rejects nullifier strings exceeding 80 character maximum length.","54","test_nullifier_too_long","Near Citizens House","Tue Jan 20 09:10:09 UTC 2026","passed","Tue Jan 20 09:10:09 UTC 2026","Input Validation","Verified Accounts Unit Tests","",""
"Verifies duplicate nullifiers are rejected even for different accounts.","38","test_nullifier_reuse_rejected","Near Citizens House","Tue Jan 20 09:10:09 UTC 2026","passed","Tue Jan 20 09:10:09 UTC 2026","Store Verification","Verified Accounts Unit Tests","",""
"","0","rejects invalid fields in setMany","Logger RequestContext Type Safety","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","","setMany - type safety","",""
"","0","accepts implicit accounts","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","NEAR Account Validation > nearAccountIdSchema","Shared Library Unit Tests","",""
"","0","identifies ETH-implicit accounts","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","NEAR Account Validation > getNearAccountType","Shared Library Unit Tests","",""
"","0","accepts deeply nested subaccounts","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"Verifies that is_paused() correctly reflects the actual contract state after pause and unpause operations.","58","test_invariant_paused_state_consistent","Near Citizens House","Tue Jan 20 09:10:09 UTC 2026","passed","Tue Jan 20 09:10:09 UTC 2026","Invariants","Verified Accounts Unit Tests","",""
"","0","accepts valid fields and timers","Logger RequestContext Type Safety","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","","CheckIsVerifiedContext - valid operations compile correctly","",""
"","0","rejects wrong action for domain","Analytics Event Type Safety","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","","invalid events cause type errors","",""
"","0","rejects separators at subaccount part boundaries","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"","0","identifies named accounts","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","NEAR Account Validation > getNearAccountType","Shared Library Unit Tests","",""
"Test 2.7.2: Verifies that read operations (is_verified, get_verified_count, list_verifications) still work when the contract is paused.","4355","test_pause_allows_read_operations","Near Citizens House","Tue Jan 20 09:16:23 UTC 2026","passed","Tue Jan 20 09:16:27 UTC 2026","Pause/Unpause","Verified Accounts Integration Tests","",""
"Upgrade test: V2-specific get_nationality_disclosed method works after upgrade. V1 records should have nationality_disclosed=false (default for migrated records).","4609","test_upgrade_v2_nationality_disclosed_field","Near Citizens House","Tue Jan 20 09:16:30 UTC 2026","passed","Tue Jan 20 09:16:34 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"Migrate function test: Explicitly call migrate() after upgrading to V2. This tests the #[init(ignore_state)] + #[private] migration pattern. The migrate() function should read the existing V1 state and return it (no transformation in current version).","5636","test_migrate_function_explicit_call","Near Citizens House","Tue Jan 20 09:16:27 UTC 2026","passed","Tue Jan 20 09:16:33 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"Verifies that only the backend wallet can pause the contract and unauthorized accounts are rejected.","26","test_unauthorized_pause","Near Citizens House","Tue Jan 20 09:10:09 UTC 2026","passed","Tue Jan 20 09:10:09 UTC 2026","Pause/Unpause","Verified Accounts Unit Tests","",""
"Verifies that store_verification requires exactly 1 yoctoNEAR deposit. This prevents accidental calls and provides a small security measure.","4329","test_store_verification_requires_one_yocto","Near Citizens House","Tue Jan 20 09:16:23 UTC 2026","passed","Tue Jan 20 09:16:27 UTC 2026","Access Control","Verified Accounts Integration Tests","",""
"Verifies that store_verification rejects when signature recipient doesn't match the contract account.","51","test_recipient_mismatch","Near Citizens House","Tue Jan 20 09:10:09 UTC 2026","passed","Tue Jan 20 09:10:09 UTC 2026","Input Validation","Verified Accounts Unit Tests","",""
"Verifies that a nullifier exactly 80 characters long is accepted.","43","test_nullifier_max_length_allowed","Near Citizens House","Tue Jan 20 09:10:09 UTC 2026","passed","Tue Jan 20 09:10:09 UTC 2026","Input Validation","Verified Accounts Unit Tests","",""
"","0","test_zk_proof_json_invalid_a_array_length_fails","Near Citizens House","Tue Jan 20 09:10:09 UTC 2026","passed","Tue Jan 20 09:10:09 UTC 2026","Validation","Verified Accounts Interface Tests","",""
"","0","accepts 64 lowercase hex chars","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","NEAR Account Validation > nearImplicitAccountSchema > valid implicit accounts","Shared Library Unit Tests","",""
"Verifies that the backend wallet can pause and unpause the contract correctly.","3761","test_authorized_pause_unpause","Near Citizens House","Tue Jan 20 09:16:23 UTC 2026","passed","Tue Jan 20 09:16:27 UTC 2026","Access Control","Verified Accounts Integration Tests","",""
"","2","accepts valid SDK response","Near Citizens House","Tue Jan 20 09:13:46 UTC 2026","passed","Tue Jan 20 09:13:46 UTC 2026","External Boundary Validation > selfVerificationResultSchema","Shared Library Unit Tests","",""
"Critical upgrade test: Deploy V1, store data, upgrade to V2, verify data persists. This tests the core contract state versioning mechanism.","5618","test_upgrade_v1_to_v2_preserves_verifications","Near Citizens House","Tue Jan 20 09:16:28 UTC 2026","passed","Tue Jan 20 09:16:34 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"Verifies that unauthorized accounts cannot store verifications. Security-critical test.","4261","test_unauthorized_store_verification","Near Citizens House","Tue Jan 20 09:16:23 UTC 2026","passed","Tue Jan 20 09:16:27 UTC 2026","Access Control","Verified Accounts Integration Tests","",""
