"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should handle mixed binary and JSON data","Near Citizens House","Mon Feb 02 08:37:33 UTC 2026","passed","Mon Feb 02 08:37:33 UTC 2026","NEP-413 Verification > parseUserContextData > Edge Cases","Shared Library Unit Tests","",""
"","0","test_verification_summary_json_missing_near_account_id_fails","Near Citizens House","Mon Feb 02 08:41:16 UTC 2026","passed","Mon Feb 02 08:41:16 UTC 2026","Validation","Verified Accounts Interface Tests","",""
"","0","should handle maximum allowed length (4096 chars)","Near Citizens House","Mon Feb 02 08:37:33 UTC 2026","passed","Mon Feb 02 08:37:33 UTC 2026","NEP-413 Verification > parseUserContextData > Boundary Tests","Shared Library Unit Tests","",""
"","0","should return null for malformed JSON","Near Citizens House","Mon Feb 02 08:37:33 UTC 2026","passed","Mon Feb 02 08:37:33 UTC 2026","NEP-413 Verification > parseUserContextData > Negative Tests","Shared Library Unit Tests","",""
"Verifies that changing the recipient after signing invalidates the signature.","18","test_signature_wrong_recipient_rejected","Near Citizens House","Mon Feb 02 08:41:17 UTC 2026","passed","Mon Feb 02 08:41:17 UTC 2026","Signature Verification","Verified Accounts Unit Tests","",""
"","0","rejects accounts shorter than 2 chars","Near Citizens House","Mon Feb 02 08:37:33 UTC 2026","passed","Mon Feb 02 08:37:33 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"","0","test_verification_json_missing_user_context_data_fails","Near Citizens House","Mon Feb 02 08:41:16 UTC 2026","passed","Mon Feb 02 08:41:16 UTC 2026","Validation","Verified Accounts Interface Tests","",""
"","0","recognizes '429' as retryable","Near Citizens House","Mon Feb 02 08:37:33 UTC 2026","passed","Mon Feb 02 08:37:33 UTC 2026","isRetryableError (tested via message patterns)","Backend Key Registration Unit Tests","",""
"","0","rejects separators at subaccount part boundaries","Near Citizens House","Mon Feb 02 08:37:33 UTC 2026","passed","Mon Feb 02 08:37:33 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"","0","recognizes 'Exceeded' as retryable","Near Citizens House","Mon Feb 02 08:37:33 UTC 2026","passed","Mon Feb 02 08:37:33 UTC 2026","isRetryableError (tested via message patterns)","Backend Key Registration Unit Tests","",""
"","0","has 1000ms base delay","Near Citizens House","Mon Feb 02 08:37:33 UTC 2026","passed","Mon Feb 02 08:37:33 UTC 2026","retry configuration","Backend Key Registration Unit Tests","",""
"","0","accepts valid error events","Analytics Event Type Safety","Mon Feb 02 08:37:33 UTC 2026","passed","Mon Feb 02 08:37:33 UTC 2026","","valid events compile correctly","",""
"","1","identifies named accounts","Near Citizens House","Mon Feb 02 08:37:33 UTC 2026","passed","Mon Feb 02 08:37:33 UTC 2026","NEAR Account Validation > getNearAccountType","Shared Library Unit Tests","",""
"KNOWN BEHAVIOR: Empty key body returns empty hex string. This documents current behavior - consider throwing an error instead since an empty key is invalid for cryptographic operations.","0","should handle key with only prefix (returns empty hex)","Near Citizens House","Mon Feb 02 08:37:33 UTC 2026","passed","Mon Feb 02 08:37:33 UTC 2026","NEP-413 Verification > extractEd25519PublicKeyHex > Edge Cases","Shared Library Unit Tests","",""
"","0","requires Redis client to be initialized","Near Citizens House","Mon Feb 02 08:37:33 UTC 2026","passed","Mon Feb 02 08:37:33 UTC 2026","BackendKeyPool > Redis round-robin","Backend Key Pool Unit Tests","",""
