"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Tests boundary transition from 1 to 2 quorum (14→15 citizens).","0","test_quorum_boundary_1_to_2","Near Citizens House","Wed Dec 17 18:35:25 UTC 2025","passed","Wed Dec 17 18:35:25 UTC 2025","Quorum Boundaries","Sputnik Bridge Unit Tests","",""
"Verifies that proof components exactly at the 80 character limit are accepted.","68","test_proof_components_at_max_length_allowed","Near Citizens House","Wed Dec 17 18:35:15 UTC 2025","passed","Wed Dec 17 18:35:15 UTC 2025","Proof Validation","Verified Accounts Unit Tests","",""
"Verifies that a tampered signature fails NEP-413 verification.","69","test_invalid_signature_contents","Near Citizens House","Wed Dec 17 18:35:15 UTC 2025","passed","Wed Dec 17 18:35:15 UTC 2025","Signature Verification","Verified Accounts Unit Tests","",""
"","1","should return error for malformed signature","Near Citizens House","Wed Dec 17 18:34:41 UTC 2025","passed","Wed Dec 17 18:34:41 UTC 2025","NEP-413 Verification > verifyNearSignature > Negative Tests","Shared Library Unit Tests","",""
"Verifies that callback_member_added cannot be called externally, protected by #[private] macro. Security-critical test.","5867","test_callback_member_added_cannot_be_called_externally","Near Citizens House","Wed Dec 17 18:56:16 UTC 2025","passed","Wed Dec 17 18:56:22 UTC 2025","Callback Security","Sputnik Bridge Integration Tests","",""
"Verifies that ongoing and subsequent operations work correctly after backend wallet rotation. Tests state consistency across rotation.","12960","test_operations_continue_after_wallet_rotation","Near Citizens House","Wed Dec 17 18:46:58 UTC 2025","passed","Wed Dec 17 18:47:11 UTC 2025","Backend Wallet Management","Sputnik Bridge Integration Tests","",""
"","0","test_role_kind_group_serialization","Near Citizens House","Wed Dec 17 18:35:28 UTC 2025","passed","Wed Dec 17 18:35:28 UTC 2025","Serialization","Sputnik DAO Interface Tests","",""
"
## Purpose
Verifies that bridge configuration (sputnik_dao, verified_accounts) remains unchanged
after member additions and proposal creations.

## Test 13.2.1 - bridge_config_unchanged_after_operations

## Invariant
sputnik_dao and verified_accounts_contract addresses never change.
","16004","test_bridge_config_unchanged_after_operations","Near Citizens House","Wed Dec 17 18:57:15 UTC 2025","passed","Wed Dec 17 18:57:31 UTC 2025","State Consistency","Sputnik Bridge Integration Tests","",""
"Test 1.1.6: Verifies that the contract can be initialized with an implicit account (64 hex chars) as backend wallet.","2759","test_init_with_implicit_account_backend","Near Citizens House","Wed Dec 17 18:44:31 UTC 2025","passed","Wed Dec 17 18:44:34 UTC 2025","Initialization","Verified Accounts Integration Tests","",""
"Verifies callback emits proposal_created event when vote proposal is successfully created.","56","test_callback_vote_proposal_created","Near Citizens House","Wed Dec 17 18:35:25 UTC 2025","passed","Wed Dec 17 18:35:25 UTC 2025","Callbacks","Sputnik Bridge Unit Tests","",""
"","1","accepts standard named accounts","Near Citizens House","Wed Dec 17 18:34:44 UTC 2025","passed","Wed Dec 17 18:34:44 UTC 2025","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"Verifies that dynamic quorum is calculated correctly as ceil(7% * citizen_count) when adding multiple citizens.","58838","test_dynamic_quorum_and_threshold_calculation","Near Citizens House","Wed Dec 17 18:47:27 UTC 2025","passed","Wed Dec 17 18:48:26 UTC 2025","Dynamic Quorum","Sputnik Bridge Integration Tests","",""
"","0","rejects accounts starting with separator","Near Citizens House","Wed Dec 17 18:34:44 UTC 2025","passed","Wed Dec 17 18:34:44 UTC 2025","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"","0","test_remove_member_from_role_serialization","Near Citizens House","Wed Dec 17 18:35:28 UTC 2025","passed","Wed Dec 17 18:35:28 UTC 2025","Serialization","Sputnik DAO Interface Tests","",""
"Verifies that unauthorized accounts cannot store verifications. Security-critical test.","4246","test_unauthorized_store_verification","Near Citizens House","Wed Dec 17 18:44:15 UTC 2025","passed","Wed Dec 17 18:44:19 UTC 2025","Access Control","Verified Accounts Integration Tests","",""
"Verifies that whitespace-only citizen_role is trimmed and rejected as empty.","53","test_initialization_whitespace_only_citizen_role_fails","Near Citizens House","Wed Dec 17 18:35:25 UTC 2025","passed","Wed Dec 17 18:35:25 UTC 2025","Initialization","Sputnik Bridge Unit Tests","",""
"Verifies that the backend wallet can update its address to a new wallet.","5870","test_update_backend_wallet","Near Citizens House","Wed Dec 17 18:47:09 UTC 2025","passed","Wed Dec 17 18:47:15 UTC 2025","Backend Wallet Management","Sputnik Bridge Integration Tests","",""
"Verifies ceil(143 * 7 / 100) = ceil(10.01) = 11.","0","test_quorum_with_143_citizens_equals_11","Near Citizens House","Wed Dec 17 18:35:25 UTC 2025","passed","Wed Dec 17 18:35:25 UTC 2025","Quorum Calculation","Sputnik Bridge Unit Tests","",""
"
## Purpose
Verifies that add_member creates a proposal in SputnikDAO.

## Expected
Proposal count increases after add_member call.
","7869","test_add_member_creates_proposal","Near Citizens House","Wed Dec 17 18:55:04 UTC 2025","passed","Wed Dec 17 18:55:12 UTC 2025","Member Addition","Sputnik Bridge Integration Tests","",""
"","1","should produce different hash for different recipients","Near Citizens House","Wed Dec 17 18:34:41 UTC 2025","passed","Wed Dec 17 18:34:41 UTC 2025","NEP-413 Verification > computeNep413Hash > Happy Path","Shared Library Unit Tests","",""
"","0","accepts accounts with underscores and hyphens","Near Citizens House","Wed Dec 17 18:34:44 UTC 2025","passed","Wed Dec 17 18:34:44 UTC 2025","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"Verifies that changing the recipient after signing invalidates the signature.","54","test_signature_wrong_recipient_rejected","Near Citizens House","Wed Dec 17 18:35:16 UTC 2025","passed","Wed Dec 17 18:35:16 UTC 2025","Signature Verification","Verified Accounts Unit Tests","",""
"Verifies ceiling division across multiple boundary transitions.","0","test_quorum_ceiling_division_correctness","Near Citizens House","Wed Dec 17 18:35:25 UTC 2025","passed","Wed Dec 17 18:35:25 UTC 2025","Quorum Calculation","Sputnik Bridge Unit Tests","",""
"","0","should return null for missing required fields","Near Citizens House","Wed Dec 17 18:34:41 UTC 2025","passed","Wed Dec 17 18:34:41 UTC 2025","NEP-413 Verification > parseUserContextData > Negative Tests","Shared Library Unit Tests","",""
"Verifies ceil(15 * 7 / 100) = ceil(1.05) = 2.","0","test_quorum_with_15_citizens_equals_2","Near Citizens House","Wed Dec 17 18:35:25 UTC 2025","passed","Wed Dec 17 18:35:25 UTC 2025","Quorum Calculation","Sputnik Bridge Unit Tests","",""
"","5","should verify signature with unicode challenge","Near Citizens House","Wed Dec 17 18:34:41 UTC 2025","passed","Wed Dec 17 18:34:41 UTC 2025","NEP-413 Verification > verifyNearSignature > Positive Tests","Shared Library Unit Tests","",""
"
## Purpose
Verifies that whitespace-only descriptions are rejected as effectively empty.

## Input Validation
- Input: ""   \t\n   "" (whitespace only)
- Expected: Fails with ""cannot be empty"" (trimmed = empty)
","5339","test_create_proposal_whitespace_only_description","Near Citizens House","Wed Dec 17 18:56:03 UTC 2025","passed","Wed Dec 17 18:56:08 UTC 2025","Proposal Validation","Sputnik Bridge Integration Tests","",""
"","4","should handle 64-byte signature (Ed25519 standard)","Near Citizens House","Wed Dec 17 18:34:41 UTC 2025","passed","Wed Dec 17 18:34:41 UTC 2025","NEP-413 Verification > verifyNearSignature > Boundary Tests","Shared Library Unit Tests","",""
"Verifies callback successfully processes verified account and schedules add_proposal.","53","test_callback_add_member_verified","Near Citizens House","Wed Dec 17 18:35:25 UTC 2025","passed","Wed Dec 17 18:35:25 UTC 2025","Callbacks","Sputnik Bridge Unit Tests","",""
"Verifies that a description with exactly 10,000 characters (at limit) passes validation.","54","test_description_boundary_at_limit_passes","Near Citizens House","Wed Dec 17 18:35:25 UTC 2025","passed","Wed Dec 17 18:35:25 UTC 2025","Description Validation","Sputnik Bridge Unit Tests","",""
"
## Purpose
Verifies that proposals created via the bridge show the bridge contract as the proposer.

## Test 4.2.5 - bridge_proposal_shows_bridge_as_proposer

## Expected
Proposal.proposer == bridge contract account ID.
","8881","test_bridge_proposal_shows_bridge_as_proposer","Near Citizens House","Wed Dec 17 18:55:31 UTC 2025","passed","Wed Dec 17 18:55:40 UTC 2025","Member Addition","Sputnik Bridge Integration Tests","",""
"Verifies 100 * 7 / 100 = 7.0 exactly (no ceiling needed).","0","test_quorum_with_100_citizens_equals_7","Near Citizens House","Wed Dec 17 18:35:25 UTC 2025","passed","Wed Dec 17 18:35:25 UTC 2025","Quorum Calculation","Sputnik Bridge Unit Tests","",""
"","0","test_proposal_input_borsh_roundtrip","Near Citizens House","Wed Dec 17 18:35:28 UTC 2025","passed","Wed Dec 17 18:35:28 UTC 2025","Serialization","Sputnik DAO Interface Tests","",""
"","4","should reject signature for wrong recipient","Near Citizens House","Wed Dec 17 18:34:41 UTC 2025","passed","Wed Dec 17 18:34:41 UTC 2025","NEP-413 Verification > verifyNearSignature > Negative Tests","Shared Library Unit Tests","",""
"Verifies that store_verification rejects when signature recipient doesn't match near_account_id parameter.","57","test_recipient_mismatch","Near Citizens House","Wed Dec 17 18:35:15 UTC 2025","passed","Wed Dec 17 18:35:15 UTC 2025","Input Validation","Verified Accounts Unit Tests","",""
"Verifies that adding a member with insufficient deposit (below DAO proposal bond) fails with appropriate error.","7328","test_add_member_insufficient_deposit","Near Citizens House","Wed Dec 17 18:52:54 UTC 2025","passed","Wed Dec 17 18:53:01 UTC 2025","Edge Cases","Sputnik Bridge Integration Tests","",""
"","1","should handle very long recipient string","Near Citizens House","Wed Dec 17 18:34:41 UTC 2025","passed","Wed Dec 17 18:34:41 UTC 2025","NEP-413 Verification > computeNep413Hash > Edge Cases","Shared Library Unit Tests","",""
"Verifies ceil(1 * 7 / 100) = ceil(0.07) = 1.","0","test_quorum_with_1_citizen_equals_1","Near Citizens House","Wed Dec 17 18:35:25 UTC 2025","passed","Wed Dec 17 18:35:25 UTC 2025","Quorum Calculation","Sputnik Bridge Unit Tests","",""
"Verifies that callback_add_member cannot be called externally, protected by #[private] macro. Security-critical test.","5843","test_callback_add_member_cannot_be_called_externally","Near Citizens House","Wed Dec 17 18:56:11 UTC 2025","passed","Wed Dec 17 18:56:17 UTC 2025","Callback Security","Sputnik Bridge Integration Tests","",""
"","0","accepts deeply nested subaccounts","Near Citizens House","Wed Dec 17 18:34:44 UTC 2025","passed","Wed Dec 17 18:34:44 UTC 2025","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"","1","accepts maximum length (64 chars)","Near Citizens House","Wed Dec 17 18:34:44 UTC 2025","passed","Wed Dec 17 18:34:44 UTC 2025","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"Verifies that the function can connect to Celo RPC endpoints. An invalid proof should return false (not throw).","577","should connect to Celo RPC and attempt verification","Near Citizens House","Wed Dec 17 18:34:41 UTC 2025","passed","Wed Dec 17 18:34:42 UTC 2025","ZK Verification > verifyStoredProof > Happy Path (Network Connectivity)","Shared Library Unit Tests","",""
"
## Purpose
Verifies the complete happy path for storing a verified account with real ED25519 cryptographic signatures.

## Preconditions
- Backend wallet is configured as contract owner
- User has a valid ED25519 keypair
- NEP-413 signature is properly formatted and valid

## Expected Behavior
1. Verification is stored without panic
2. Account is marked as verified
3. Verified count increments to 1
4. `verification_stored` event is emitted with correct JSON format
5. Account data is retrievable with correct nullifier
","66","test_happy_path_store_verification","Near Citizens House","Wed Dec 17 18:35:16 UTC 2025","passed","Wed Dec 17 18:35:16 UTC 2025","Store Verification","Verified Accounts Unit Tests","",""
"Verifies that the backend wallet can update to itself (no-op but valid operation) and continue functioning normally.","7543","test_backend_wallet_self_update","Near Citizens House","Wed Dec 17 18:46:47 UTC 2025","passed","Wed Dec 17 18:46:55 UTC 2025","Backend Wallet Management","Sputnik Bridge Integration Tests","",""
"Verifies callback handles promise failure when approving quorum update with appropriate error.","53","test_callback_quorum_updated_promise_failed","Near Citizens House","Wed Dec 17 18:35:25 UTC 2025","passed","Wed Dec 17 18:35:25 UTC 2025","Callbacks","Sputnik Bridge Unit Tests","",""
"","0","returns true for valid accounts","Near Citizens House","Wed Dec 17 18:34:44 UTC 2025","passed","Wed Dec 17 18:34:44 UTC 2025","NEAR Account Validation > isValidNearAccountId","Shared Library Unit Tests","",""
"","0","test_proposal_input_serialization","Near Citizens House","Wed Dec 17 18:35:28 UTC 2025","passed","Wed Dec 17 18:35:28 UTC 2025","Serialization","Sputnik DAO Interface Tests","",""
"Verifies that multiple consecutive failures don't corrupt state and successful operations continue to work correctly.","11946","test_multiple_failures_dont_corrupt_state","Near Citizens House","Wed Dec 17 18:54:41 UTC 2025","passed","Wed Dec 17 18:54:53 UTC 2025","Failure Handling","Sputnik Bridge Integration Tests","",""
"Verifies that a single-character attestation_id is accepted.","69","test_attestation_id_single_char_allowed","Near Citizens House","Wed Dec 17 18:35:14 UTC 2025","passed","Wed Dec 17 18:35:15 UTC 2025","Input Validation","Verified Accounts Unit Tests","",""
"Verifies that pagination is capped at 100 items even when requesting more.","109913","test_pagination_limit_capped_at_100","Near Citizens House","Wed Dec 17 18:44:45 UTC 2025","passed","Wed Dec 17 18:46:35 UTC 2025","Pagination","Verified Accounts Integration Tests","",""
"Verifies callback handles promise failure during verification check with appropriate error.","56","test_callback_add_member_promise_failed","Near Citizens House","Wed Dec 17 18:35:25 UTC 2025","passed","Wed Dec 17 18:35:25 UTC 2025","Callbacks","Sputnik Bridge Unit Tests","",""
"Verifies all read-only view functions return correct values for empty contract state.","54","test_read_functions","Near Citizens House","Wed Dec 17 18:35:15 UTC 2025","passed","Wed Dec 17 18:35:15 UTC 2025","Read Functions","Verified Accounts Unit Tests","",""
"","0","test_zk_proof_borsh_roundtrip","Near Citizens House","Wed Dec 17 18:35:18 UTC 2025","passed","Wed Dec 17 18:35:18 UTC 2025","Serialization","Verified Accounts Interface Tests","",""
