"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","rejects scheduled starts beyond max_start_delay_secs","governance proposal validation","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","","","",""
"","0","should produce consistent output for same input","Near Citizens House","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","NEP-413 Verification > extractEd25519PublicKeyHex > Happy Path","Shared Library Unit Tests","",""
"KNOWN BEHAVIOR: Empty key body returns empty hex string. This documents current behavior - consider throwing an error instead since an empty key is invalid for cryptographic operations.","0","should handle key with only prefix (returns empty hex)","Near Citizens House","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","NEP-413 Verification > extractEd25519PublicKeyHex > Edge Cases","Shared Library Unit Tests","",""
"","0","returns citizens-impact tags for blocklist updates","rpc-tags helpers","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","","","",""
"Verifies bond 005 retained after snapshot callback failed.","5611","it_bond_005_retained_after_snapshot_callback_failed","Near Citizens House","Tue Feb 24 16:30:41 UTC 2026","passed","Tue Feb 24 16:30:47 UTC 2026","Bond","Governance Integration Tests","",""
"","0","recognizes 'ECONNRESET' as retryable","Near Citizens House","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","isRetryableError (tested via message patterns)","Backend Key Registration Unit Tests","",""
"Upgrade test: After redeploying contract code, new verifications work correctly.","5634","test_upgrade_new_verifications_work","Near Citizens House","Tue Feb 24 16:01:39 UTC 2026","passed","Tue Feb 24 16:01:44 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"","0","accepts numeric-only accounts","Near Citizens House","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"Verifies that verification storage fails when contract has insufficient available balance. The NEAR protocol enforces storage costs at transaction commit time, preventing state changes that would exceed the account's balance. This test dynamically calculates the drain amount based on actual storage usage to ensure reliability.","4623","test_insufficient_contract_balance_rejected","Near Citizens House","Tue Feb 24 16:01:37 UTC 2026","passed","Tue Feb 24 16:01:42 UTC 2026","Security","Verified Accounts Integration Tests","",""
"","0","stops optimistic aggregates when server tallies include the confirmed vote","optimistic vote reconciliation","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","","","",""
"","0","keys are valid ed25519 public keys","Near Citizens House","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","BackendKeyPool > key derivation","Backend Key Pool Unit Tests","",""
"","0","detects manifest/derived mismatches","deterministic voter manifest helpers","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","","","",""
"","0","should require exactly 32-byte nonce","Near Citizens House","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","NEP-413 Verification > computeNep413Hash > Boundary Tests","Shared Library Unit Tests","",""
"","1","accepts valid cast_vote arguments","castVoteArgsSchema","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","","","",""
"","1","accepts valid verification events","Analytics Event Type Safety","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","","valid events compile correctly","",""
"","1","should return error for invalid public key","Near Citizens House","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","NEP-413 Verification > verifyNearSignature > Negative Tests","Shared Library Unit Tests","",""
"","4","bypasses stage-gating for sentry tunnel route","proxy governance admin route override","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","","","",""
"Verifies prop err 008 cast vote already pending.","6620","it_prop_err_008_cast_vote_already_pending","Near Citizens House","Tue Feb 24 16:38:50 UTC 2026","passed","Tue Feb 24 16:38:57 UTC 2026","Proposals","Governance Integration Tests","",""
"","0","pending -> active before start (scheduled)","deriveProposalTimelineModel lifecycle coverage (contract-aligned)","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","","","",""
"","0","rejects separators at subaccount part boundaries","Near Citizens House","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"","0","active after end before finalize","deriveProposalTimelineModel lifecycle coverage (contract-aligned)","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","","","",""
"Verifies config 011 reduce grace allows finalize sooner.","20198","it_config_011_reduce_grace_allows_finalize_sooner","Near Citizens House","Tue Feb 24 16:32:31 UTC 2026","passed","Tue Feb 24 16:32:51 UTC 2026","Configuration","Governance Integration Tests","",""
"","0","prefers vote_rejected when both vote events exist","resolveGovernanceVoteOutcome","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","","","",""
"","1","identifies named accounts","Near Citizens House","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","NEAR Account Validation > getNearAccountType","Shared Library Unit Tests","",""
"","1","rejects malformed FunctionCall","Near Citizens House","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","External Boundary Validation > nearAccessKeyResponseSchema","Shared Library Unit Tests","",""
"","0","pending -> cancelled after scheduled start","deriveProposalTimelineModel lifecycle coverage (contract-aligned)","Tue Feb 24 16:44:44 UTC 2026","passed","Tue Feb 24 16:44:44 UTC 2026","","","",""
