"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","accepts maximum length (64 chars)","Near Citizens House","Fri Jan 30 17:19:12 UTC 2026","passed","Fri Jan 30 17:19:12 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"Verifies that nonces shorter than 32 bytes are rejected.","38","test_invalid_nonce_length","Near Citizens House","Fri Jan 30 17:17:44 UTC 2026","passed","Fri Jan 30 17:17:44 UTC 2026","Signature Verification","Verified Accounts Unit Tests","",""
"Verifies that signatures shorter than 64 bytes are rejected.","27","test_invalid_signature_length","Near Citizens House","Fri Jan 30 17:17:44 UTC 2026","passed","Fri Jan 30 17:17:44 UTC 2026","Signature Verification","Verified Accounts Unit Tests","",""
"Verifies that signatures with invalid length (not 64 bytes) are rejected.","3773","test_invalid_signature_length","Near Citizens House","Fri Jan 30 17:28:09 UTC 2026","passed","Fri Jan 30 17:28:13 UTC 2026","Input Validation","Verified Accounts Integration Tests","",""
"","1","should produce different hash for different nonces","Near Citizens House","Fri Jan 30 17:19:12 UTC 2026","passed","Fri Jan 30 17:19:12 UTC 2026","NEP-413 Verification > computeNep413Hash > Happy Path","Shared Library Unit Tests","",""
"Verifies that get_verification returns None for non-existent accounts.","27","test_get_verification_empty","Near Citizens House","Fri Jan 30 17:17:44 UTC 2026","passed","Fri Jan 30 17:17:44 UTC 2026","Composability Interface","Verified Accounts Unit Tests","",""
"","0","rejects uppercase hex","Near Citizens House","Fri Jan 30 17:19:12 UTC 2026","passed","Fri Jan 30 17:19:12 UTC 2026","NEAR Account Validation > ethImplicitAccountSchema > invalid ETH-implicit accounts","Shared Library Unit Tests","",""
"Verifies that nonces longer than 32 bytes are rejected.","28","test_nonce_too_long","Near Citizens House","Fri Jan 30 17:17:44 UTC 2026","passed","Fri Jan 30 17:17:44 UTC 2026","Signature Verification","Verified Accounts Unit Tests","",""
"","0","test_verification_json_roundtrip","Near Citizens House","Fri Jan 30 17:17:44 UTC 2026","passed","Fri Jan 30 17:17:44 UTC 2026","Serialization","Verified Accounts Interface Tests","",""
"","0","should work without ed25519: prefix","Near Citizens House","Fri Jan 30 17:19:12 UTC 2026","passed","Fri Jan 30 17:19:12 UTC 2026","NEP-413 Verification > extractEd25519PublicKeyHex > Positive Tests - Prefix Handling","Shared Library Unit Tests","",""
"","0","test_verification_summary_json_invalid_timestamp_type_fails","Near Citizens House","Fri Jan 30 17:17:44 UTC 2026","passed","Fri Jan 30 17:17:44 UTC 2026","Validation","Verified Accounts Interface Tests","",""
