"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","accepts 0x + 40 lowercase hex chars","Near Citizens House","Thu Dec 18 00:13:31 UTC 2025","passed","Thu Dec 18 00:13:31 UTC 2025","NEAR Account Validation > ethImplicitAccountSchema > valid ETH-implicit accounts","Shared Library Unit Tests","",""
"","5","should handle 64-byte signature (Ed25519 standard)","Near Citizens House","Thu Dec 18 00:13:25 UTC 2025","passed","Thu Dec 18 00:13:25 UTC 2025","NEP-413 Verification > verifyNearSignature > Boundary Tests","Shared Library Unit Tests","",""
"","0","identifies named accounts","Near Citizens House","Thu Dec 18 00:13:31 UTC 2025","passed","Thu Dec 18 00:13:31 UTC 2025","NEAR Account Validation > getNearAccountType","Shared Library Unit Tests","",""
"","0","rejects accounts ending with separator","Near Citizens House","Thu Dec 18 00:13:31 UTC 2025","passed","Thu Dec 18 00:13:31 UTC 2025","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"","0","should return null for malformed JSON","Near Citizens House","Thu Dec 18 00:13:25 UTC 2025","passed","Thu Dec 18 00:13:25 UTC 2025","NEP-413 Verification > parseUserContextData > Negative Tests","Shared Library Unit Tests","",""
"","3","should throw for short nonce (31 bytes)","Near Citizens House","Thu Dec 18 00:13:24 UTC 2025","passed","Thu Dec 18 00:13:24 UTC 2025","NEP-413 Verification > computeNep413Hash > Boundary Tests","Shared Library Unit Tests","",""
"","90","should return error message when all RPCs fail","Near Citizens House","Thu Dec 18 00:13:28 UTC 2025","passed","Thu Dec 18 00:13:28 UTC 2025","ZK Verification > verifyStoredProofWithDetails > Negative Tests","Shared Library Unit Tests","",""
"","285","should handle concurrent verification requests","Near Citizens House","Thu Dec 18 00:13:30 UTC 2025","passed","Thu Dec 18 00:13:30 UTC 2025","ZK Verification > RPC Failover Mechanism > Edge Cases","Shared Library Unit Tests","",""
"","92","should handle exactly 21 public signals (passport max)","Near Citizens House","Thu Dec 18 00:13:27 UTC 2025","passed","Thu Dec 18 00:13:27 UTC 2025","ZK Verification > verifyStoredProof > Boundary Tests","Shared Library Unit Tests","",""
"","0","accepts numeric-only accounts","Near Citizens House","Thu Dec 18 00:13:31 UTC 2025","passed","Thu Dec 18 00:13:31 UTC 2025","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"","98","should support BiometricID attestation (ID=2)","Near Citizens House","Thu Dec 18 00:13:26 UTC 2025","passed","Thu Dec 18 00:13:26 UTC 2025","ZK Verification > verifyStoredProof > Positive Tests - Attestation Types","Shared Library Unit Tests","",""
"","0","should produce consistent output for same input","Near Citizens House","Thu Dec 18 00:13:24 UTC 2025","passed","Thu Dec 18 00:13:24 UTC 2025","NEP-413 Verification > extractEd25519PublicKeyHex > Happy Path","Shared Library Unit Tests","",""
"","1","should produce different hash for different nonces","Near Citizens House","Thu Dec 18 00:13:24 UTC 2025","passed","Thu Dec 18 00:13:24 UTC 2025","NEP-413 Verification > computeNep413Hash > Happy Path","Shared Library Unit Tests","",""
"","3","should handle very long recipient string","Near Citizens House","Thu Dec 18 00:13:24 UTC 2025","passed","Thu Dec 18 00:13:24 UTC 2025","NEP-413 Verification > computeNep413Hash > Edge Cases","Shared Library Unit Tests","",""
"","101","should successfully connect to at least one RPC endpoint","Near Citizens House","Thu Dec 18 00:13:29 UTC 2025","passed","Thu Dec 18 00:13:29 UTC 2025","ZK Verification > RPC Failover Mechanism > Happy Path","Shared Library Unit Tests","",""
"","1","should handle empty message","Near Citizens House","Thu Dec 18 00:13:24 UTC 2025","passed","Thu Dec 18 00:13:24 UTC 2025","NEP-413 Verification > computeNep413Hash > Edge Cases","Shared Library Unit Tests","",""
"","1","accepts all valid examples from NEAR spec","Near Citizens House","Thu Dec 18 00:13:31 UTC 2025","passed","Thu Dec 18 00:13:31 UTC 2025","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"","0","rejects accounts longer than 64 chars","Near Citizens House","Thu Dec 18 00:13:31 UTC 2025","passed","Thu Dec 18 00:13:31 UTC 2025","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"","1","should preserve array nonce format","Near Citizens House","Thu Dec 18 00:13:25 UTC 2025","passed","Thu Dec 18 00:13:25 UTC 2025","NEP-413 Verification > parseUserContextData > Positive Tests","Shared Library Unit Tests","",""
"","2","should extract public key from valid ed25519: prefixed key","Near Citizens House","Thu Dec 18 00:13:24 UTC 2025","passed","Thu Dec 18 00:13:24 UTC 2025","NEP-413 Verification > extractEd25519PublicKeyHex > Happy Path","Shared Library Unit Tests","",""
"","3","should handle nonce with all 0xFF values (max byte)","Near Citizens House","Thu Dec 18 00:13:24 UTC 2025","passed","Thu Dec 18 00:13:24 UTC 2025","NEP-413 Verification > computeNep413Hash > Boundary Tests","Shared Library Unit Tests","",""
"","0","rejects whitespace","Near Citizens House","Thu Dec 18 00:13:31 UTC 2025","passed","Thu Dec 18 00:13:31 UTC 2025","NEAR Account Validation > nearAccountIdSchema","Shared Library Unit Tests","",""
"","1","rejects consecutive separators","Near Citizens House","Thu Dec 18 00:13:31 UTC 2025","passed","Thu Dec 18 00:13:31 UTC 2025","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"","0","should require exactly 32-byte nonce","Near Citizens House","Thu Dec 18 00:13:24 UTC 2025","passed","Thu Dec 18 00:13:24 UTC 2025","NEP-413 Verification > computeNep413Hash > Boundary Tests","Shared Library Unit Tests","",""
"","0","identifies implicit accounts","Near Citizens House","Thu Dec 18 00:13:31 UTC 2025","passed","Thu Dec 18 00:13:31 UTC 2025","NEAR Account Validation > getNearAccountType","Shared Library Unit Tests","",""
"","0","accepts named accounts","Near Citizens House","Thu Dec 18 00:13:31 UTC 2025","passed","Thu Dec 18 00:13:31 UTC 2025","NEAR Account Validation > nearAccountIdSchema","Shared Library Unit Tests","",""
"","1","should build proof data from valid inputs","Near Citizens House","Thu Dec 18 00:13:25 UTC 2025","passed","Thu Dec 18 00:13:25 UTC 2025","NEP-413 Verification > buildProofData > Happy Path","Shared Library Unit Tests","",""
"","1","should produce deterministic hash for same inputs","Near Citizens House","Thu Dec 18 00:13:24 UTC 2025","passed","Thu Dec 18 00:13:24 UTC 2025","NEP-413 Verification > computeNep413Hash > Happy Path","Shared Library Unit Tests","",""
"","0","rejects wrong length","Near Citizens House","Thu Dec 18 00:13:31 UTC 2025","passed","Thu Dec 18 00:13:31 UTC 2025","NEAR Account Validation > nearImplicitAccountSchema > invalid implicit accounts","Shared Library Unit Tests","",""
"","1","should produce exactly 32-byte (64 hex char) output","Near Citizens House","Thu Dec 18 00:13:25 UTC 2025","passed","Thu Dec 18 00:13:25 UTC 2025","NEP-413 Verification > extractEd25519PublicKeyHex > Boundary Tests","Shared Library Unit Tests","",""
"","1","should handle nonce with mixed byte values","Near Citizens House","Thu Dec 18 00:13:24 UTC 2025","passed","Thu Dec 18 00:13:24 UTC 2025","NEP-413 Verification > computeNep413Hash > Boundary Tests","Shared Library Unit Tests","",""
"","4","should reject signature for wrong recipient","Near Citizens House","Thu Dec 18 00:13:25 UTC 2025","passed","Thu Dec 18 00:13:25 UTC 2025","NEP-413 Verification > verifyNearSignature > Negative Tests","Shared Library Unit Tests","",""
"","2","accepts minimum length (2 chars)","Near Citizens House","Thu Dec 18 00:13:31 UTC 2025","passed","Thu Dec 18 00:13:31 UTC 2025","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"","0","identifies ETH-implicit accounts","Near Citizens House","Thu Dec 18 00:13:31 UTC 2025","passed","Thu Dec 18 00:13:31 UTC 2025","NEAR Account Validation > getNearAccountType","Shared Library Unit Tests","",""
"","0","should handle mixed binary and JSON data","Near Citizens House","Thu Dec 18 00:13:25 UTC 2025","passed","Thu Dec 18 00:13:25 UTC 2025","NEP-413 Verification > parseUserContextData > Edge Cases","Shared Library Unit Tests","",""
"","402","should handle proof with zero values","Near Citizens House","Thu Dec 18 00:13:27 UTC 2025","passed","Thu Dec 18 00:13:27 UTC 2025","ZK Verification > verifyStoredProof > Negative Tests","Shared Library Unit Tests","",""
"","94","should handle invalid attestation ID gracefully","Near Citizens House","Thu Dec 18 00:13:28 UTC 2025","passed","Thu Dec 18 00:13:28 UTC 2025","ZK Verification > verifyStoredProofWithDetails > Negative Tests","Shared Library Unit Tests","",""
"","19","should reject signature from wrong signer","Near Citizens House","Thu Dec 18 00:13:25 UTC 2025","passed","Thu Dec 18 00:13:25 UTC 2025","NEP-413 Verification > verifyNearSignature > Negative Tests","Shared Library Unit Tests","",""
"","1","should handle special characters in message","Near Citizens House","Thu Dec 18 00:13:24 UTC 2025","passed","Thu Dec 18 00:13:24 UTC 2025","NEP-413 Verification > computeNep413Hash > Edge Cases","Shared Library Unit Tests","",""
"","1","should handle empty recipient string","Near Citizens House","Thu Dec 18 00:13:24 UTC 2025","passed","Thu Dec 18 00:13:24 UTC 2025","NEP-413 Verification > computeNep413Hash > Edge Cases","Shared Library Unit Tests","",""
"","0","should handle minimum valid inputs","Near Citizens House","Thu Dec 18 00:13:25 UTC 2025","passed","Thu Dec 18 00:13:25 UTC 2025","NEP-413 Verification > buildProofData > Edge Cases","Shared Library Unit Tests","",""
"","121","should return isValid=false for invalid proof","Near Citizens House","Thu Dec 18 00:13:28 UTC 2025","passed","Thu Dec 18 00:13:28 UTC 2025","ZK Verification > verifyStoredProofWithDetails > Positive Tests","Shared Library Unit Tests","",""
"","0","rejects accounts starting with separator","Near Citizens House","Thu Dec 18 00:13:31 UTC 2025","passed","Thu Dec 18 00:13:31 UTC 2025","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"","2","accepts 64 lowercase hex chars","Near Citizens House","Thu Dec 18 00:13:31 UTC 2025","passed","Thu Dec 18 00:13:31 UTC 2025","NEAR Account Validation > nearImplicitAccountSchema > valid implicit accounts","Shared Library Unit Tests","",""
"","0","should include ZK proof data","Near Citizens House","Thu Dec 18 00:13:25 UTC 2025","passed","Thu Dec 18 00:13:25 UTC 2025","NEP-413 Verification > buildProofData > Positive Tests","Shared Library Unit Tests","",""
"","0","rejects wrong length","Near Citizens House","Thu Dec 18 00:13:31 UTC 2025","passed","Thu Dec 18 00:13:31 UTC 2025","NEAR Account Validation > ethImplicitAccountSchema > invalid ETH-implicit accounts","Shared Library Unit Tests","",""
"","100","should handle proof with large BN254 field elements","Near Citizens House","Thu Dec 18 00:13:27 UTC 2025","passed","Thu Dec 18 00:13:27 UTC 2025","ZK Verification > verifyStoredProof > Boundary Tests","Shared Library Unit Tests","",""
"The Groth16 verifier expects b coordinates in swapped order: b[i][1], b[i][0] instead of b[i][0], b[i][1]. This test verifies the swap is applied.","241","should handle proof b coordinate swap correctly","Near Citizens House","Thu Dec 18 00:13:27 UTC 2025","passed","Thu Dec 18 00:13:27 UTC 2025","ZK Verification > verifyStoredProof > Edge Cases","Shared Library Unit Tests","",""
