"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies signatures signed by a different key than the declared account are rejected.","69","test_signature_from_different_key_rejected","Near Citizens House","Tue Dec 16 21:32:45 UTC 2025","passed","Tue Dec 16 21:32:45 UTC 2025","Signature Verification","Verified Accounts Unit Tests","",""
"","72","should complete within reasonable time (30s)","Near Citizens House","Tue Dec 16 21:39:13 UTC 2025","passed","Tue Dec 16 21:39:13 UTC 2025","ZK Verification > RPC Failover Mechanism > Timeout Handling","Shared Library Unit Tests","",""
"
## Purpose
Verifies that non-citizens (users not in the citizen role) cannot vote on proposals.

## Security
Critical access control test - only verified citizens should participate in governance.
","6892","test_non_citizen_cannot_vote","Near Citizens House","Tue Dec 16 21:53:37 UTC 2025","passed","Tue Dec 16 21:53:43 UTC 2025","Citizen Voting","Sputnik Bridge Integration Tests","",""
"Verifies whitespace-only string is rejected when updating citizen role.","55","test_update_citizen_role_whitespace_only_fails","Near Citizens House","Tue Dec 16 21:37:37 UTC 2025","passed","Tue Dec 16 21:37:38 UTC 2025","Citizen Role Management","Sputnik Bridge Unit Tests","",""
"
## Purpose
Verifies that all citizens in the DAO are verified in the verified-accounts contract.
This is a critical Sybil-resistance invariant.

## Test 13.3.1 - dao_citizens_are_verified

## Invariant
For every account in the DAO citizen role, is_account_verified() == true.
","23713","test_dao_citizens_are_verified","Near Citizens House","Tue Dec 16 21:52:41 UTC 2025","passed","Tue Dec 16 21:53:05 UTC 2025","State Consistency","Sputnik Bridge Integration Tests","",""
"","0","test_verified_account_info_json_missing_nullifier_fails","Near Citizens House","Tue Dec 16 21:34:12 UTC 2025","passed","Tue Dec 16 21:34:12 UTC 2025","Validation","Verified Accounts Interface Tests","",""
"","1","should handle nonce with all 0xFF values (max byte)","Near Citizens House","Tue Dec 16 21:39:08 UTC 2025","passed","Tue Dec 16 21:39:08 UTC 2025","NEP-413 Verification > computeNep413Hash > Boundary Tests","Shared Library Unit Tests","",""
"Tests boundary transition from 2 to 3 quorum (28→29 citizens).","0","test_quorum_boundary_2_to_3","Near Citizens House","Tue Dec 16 21:37:38 UTC 2025","passed","Tue Dec 16 21:37:38 UTC 2025","Quorum Boundaries","Sputnik Bridge Unit Tests","",""
"
## Purpose
Verifies that unverified users cannot be added as citizens.

## Sybil Resistance
Bridge checks verification status before creating proposal.
","6315","test_add_unverified_member_fails","Near Citizens House","Tue Dec 16 21:50:40 UTC 2025","passed","Tue Dec 16 21:50:46 UTC 2025","Member Addition","Sputnik Bridge Integration Tests","",""
"","0","test_all_action_variants_serialization","Near Citizens House","Tue Dec 16 21:39:06 UTC 2025","passed","Tue Dec 16 21:39:06 UTC 2025","Serialization","Sputnik DAO Interface Tests","",""
