"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","87","should return detailed result with verifier address","Near Citizens House","Sun Jan 04 17:00:14 UTC 2026","passed","Sun Jan 04 17:00:14 UTC 2026","ZK Verification > verifyStoredProofWithDetails > Happy Path","Shared Library Unit Tests","",""
"Verifies that update_backend_wallet requires exactly 1 yoctoNEAR deposit.","34","test_update_backend_wallet_requires_one_yocto","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Backend Wallet Management","Sputnik Bridge Unit Tests","",""
"","72","should support Passport attestation (ID=1)","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","ZK Verification > verifyStoredProof > Positive Tests - Attestation Types","Shared Library Unit Tests","",""
"Tests exact 7% boundary at 100 citizens.","0","test_quorum_boundary_exact_7_percent","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Quorum Boundaries","Sputnik Bridge Unit Tests","",""
"","0","rejects accounts starting with separator","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"Verifies gas constants are within reasonable ranges for contract operations.","0","test_gas_constants_are_reasonable","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Constants","Sputnik Bridge Unit Tests","",""
"Verifies callback handles promise failure when approving member addition with appropriate error.","22","test_callback_member_added_promise_failed","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Callbacks","Sputnik Bridge Unit Tests","",""
"Verifies that a proof with exactly 21 public signals within the length limit is accepted.","19","test_public_signals_at_max_length_allowed","Near Citizens House","Sun Jan 04 17:00:28 UTC 2026","passed","Sun Jan 04 17:00:28 UTC 2026","Proof Validation","Verified Accounts Unit Tests","",""
"","0","should preserve array nonce format","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEP-413 Verification > parseUserContextData > Positive Tests","Shared Library Unit Tests","",""
"Verifies max safe value (u64::MAX / 7) calculates without overflow.","0","test_quorum_near_overflow_boundary","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Quorum Overflow","Sputnik Bridge Unit Tests","",""
"Verifies that creating a proposal with a whitespace-only description fails.","16","test_create_proposal_whitespace_only_description_fails","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Description Validation","Sputnik Bridge Unit Tests","",""
"Verifies that only the current backend wallet can update the backend wallet and unauthorized accounts are rejected.","38","test_unauthorized_update_backend_wallet","Near Citizens House","Sun Jan 04 17:00:28 UTC 2026","passed","Sun Jan 04 17:00:28 UTC 2026","Backend Wallet Management","Verified Accounts Unit Tests","",""
"Verifies that signatures shorter than 64 bytes are rejected.","14","test_invalid_signature_length","Near Citizens House","Sun Jan 04 17:00:28 UTC 2026","passed","Sun Jan 04 17:00:28 UTC 2026","Signature Verification","Verified Accounts Unit Tests","",""
"","1","test_action_invalid_string_deserialization_fails","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Validation","Sputnik DAO Interface Tests","",""
"","0","test_zk_proof_json_roundtrip","Near Citizens House","Sun Jan 04 17:00:28 UTC 2026","passed","Sun Jan 04 17:00:28 UTC 2026","Serialization","Verified Accounts Interface Tests","",""
"Upgrade test: Nullifier protection persists across V1 to V2 upgrade.","5104","test_upgrade_nullifier_protection_persists","Near Citizens House","Sun Jan 04 17:04:39 UTC 2026","passed","Sun Jan 04 17:04:44 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"Verifies that newly initialized contract starts with zero verified accounts.","13","test_invariant_verified_count_starts_at_zero","Near Citizens House","Sun Jan 04 17:00:28 UTC 2026","passed","Sun Jan 04 17:00:28 UTC 2026","Invariants","Verified Accounts Unit Tests","",""
"Verifies that QuorumUpdatedEvent serializes correctly to JSON.","0","test_quorum_updated_event_serializes_correctly","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Events","Sputnik Bridge Unit Tests","",""
"","0","should handle special characters in message","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEP-413 Verification > computeNep413Hash > Edge Cases","Shared Library Unit Tests","",""
"Verifies that verification storage fails when contract has insufficient available balance. The NEAR protocol enforces storage costs at transaction commit time, preventing state changes that would exceed the account's balance. This test dynamically calculates the drain amount based on actual storage usage to ensure reliability.","1075","test_insufficient_contract_balance_rejected","Near Citizens House","Sun Jan 04 17:04:38 UTC 2026","failed","Sun Jan 04 17:04:39 UTC 2026","Security","Verified Accounts Integration Tests","",""
"","0","should parse valid plain JSON input","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEP-413 Verification > parseUserContextData > Happy Path","Shared Library Unit Tests","",""
"Verifies that recipient mismatch between near_account_id and signature_data.recipient is rejected.","711","test_recipient_mismatch","Near Citizens House","Sun Jan 04 17:04:37 UTC 2026","failed","Sun Jan 04 17:04:37 UTC 2026","Input Validation","Verified Accounts Integration Tests","",""
"","1","should handle empty challenge message","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEP-413 Verification > verifyNearSignature > Edge Cases","Shared Library Unit Tests","",""
"Verifies that the function can connect to Celo RPC endpoints. An invalid proof should return false (not throw).","191","should connect to Celo RPC and attempt verification","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","ZK Verification > verifyStoredProof > Happy Path (Network Connectivity)","Shared Library Unit Tests","",""
"","0","accepts standard named accounts","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"Alias test to align documentation naming; asserts backend wallet update succeeds and persists.","22","test_update","Near Citizens House","Sun Jan 04 17:00:28 UTC 2026","passed","Sun Jan 04 17:00:28 UTC 2026","Backend Wallet Management","Verified Accounts Unit Tests","",""
"","0","test_remove_member_from_role_serialization","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Serialization","Sputnik DAO Interface Tests","",""
"Verifies that valid NEP-413 signatures are accepted and verification is stored correctly.","550","test_valid_signature_verification_succeeds","Near Citizens House","Sun Jan 04 17:04:39 UTC 2026","failed","Sun Jan 04 17:04:39 UTC 2026","Signature Verification","Verified Accounts Integration Tests","",""
"","0","should return null for empty string","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEP-413 Verification > parseUserContextData > Boundary Tests","Shared Library Unit Tests","",""
"Verifies that store_verification requires exactly 1 yoctoNEAR deposit. This prevents accidental calls and provides a small security measure.","714","test_store_verification_requires_one_yocto","Near Citizens House","Sun Jan 04 17:04:36 UTC 2026","failed","Sun Jan 04 17:04:37 UTC 2026","Access Control","Verified Accounts Integration Tests","",""
"","1","should handle 64-byte signature (Ed25519 standard)","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEP-413 Verification > verifyNearSignature > Boundary Tests","Shared Library Unit Tests","",""
"Migrate function test: Explicitly call migrate() after upgrading to V2. This tests the #[init(ignore_state)] + #[private] migration pattern. The migrate() function should read the existing V1 state and return it (no transformation in current version).","5137","test_migrate_function_explicit_call","Near Citizens House","Sun Jan 04 17:04:39 UTC 2026","passed","Sun Jan 04 17:04:44 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"Verifies that store_verification rejects when signature recipient doesn't match near_account_id parameter.","14","test_recipient_mismatch","Near Citizens House","Sun Jan 04 17:00:28 UTC 2026","passed","Sun Jan 04 17:00:28 UTC 2026","Input Validation","Verified Accounts Unit Tests","",""
"","0","test_self_proof_data_invalid_proof_type_fails","Near Citizens House","Sun Jan 04 17:00:28 UTC 2026","passed","Sun Jan 04 17:00:28 UTC 2026","Validation","Verified Accounts Interface Tests","",""
"Verifies backend wallet can successfully update to a new wallet address with 1 yocto deposit.","13","test_update_backend_wallet","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Backend Wallet Management","Sputnik Bridge Unit Tests","",""
"","0","should convert base64 nonce to array","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEP-413 Verification > parseUserContextData > Positive Tests","Shared Library Unit Tests","",""
"","0","should handle mixed binary and JSON data","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEP-413 Verification > parseUserContextData > Edge Cases","Shared Library Unit Tests","",""
"Verifies get_info returns correct contract configuration information.","13","test_get_info","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Read Functions","Sputnik Bridge Unit Tests","",""
"Verifies the same NEAR account cannot be verified twice even with new signatures/nullifiers.","28","test_double_verification_rejected","Near Citizens House","Sun Jan 04 17:00:28 UTC 2026","passed","Sun Jan 04 17:00:28 UTC 2026","Store Verification","Verified Accounts Unit Tests","",""
"","0","returns null for invalid accounts","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEAR Account Validation > getNearAccountType","Shared Library Unit Tests","",""
"","0","rejects uppercase letters","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"","0","test_empty_public_signals","Near Citizens House","Sun Jan 04 17:00:28 UTC 2026","passed","Sun Jan 04 17:00:28 UTC 2026","Serialization","Verified Accounts Interface Tests","",""
"Verifies that invalid NEAR signatures are rejected during NEP-413 verification.","19","test_invalid_signature","Near Citizens House","Sun Jan 04 17:00:28 UTC 2026","passed","Sun Jan 04 17:00:28 UTC 2026","Signature Verification","Verified Accounts Unit Tests","",""
"Upgrade test: After redeploying contract code, new verifications work correctly.","5119","test_upgrade_new_verifications_work","Near Citizens House","Sun Jan 04 17:04:39 UTC 2026","passed","Sun Jan 04 17:04:44 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"","0","accepts all valid examples from NEAR spec","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"","1","should return error for invalid public key","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEP-413 Verification > verifyNearSignature > Negative Tests","Shared Library Unit Tests","",""
"","0","test_action_serialization","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Serialization","Sputnik DAO Interface Tests","",""
"","0","should return null for missing required fields","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEP-413 Verification > parseUserContextData > Negative Tests","Shared Library Unit Tests","",""
"Verifies create_proposal schedules add_proposal call with correct target, gas, and trimmed description payload.","14","test_create_proposal_schedules_add_proposal","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Write Functions","Sputnik Bridge Unit Tests","",""
"","0","test_weight_or_ratio_ratio_serialization","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Serialization","Sputnik DAO Interface Tests","",""
"","0","rejects accounts ending with separator","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"Verifies that list_verifications pagination works correctly with multiple verified accounts.","539","test_list_verifications_pagination","Near Citizens House","Sun Jan 04 17:04:39 UTC 2026","failed","Sun Jan 04 17:04:39 UTC 2026","Signature Verification","Verified Accounts Integration Tests","",""
"Documents serialization behavior for WeightOrRatio::Ratio with zero denominator. This dangerous edge case (potential division-by-zero) is allowed at the type level. Consuming DAO contracts must validate that Ratio denominators are non-zero.","0","test_weight_or_ratio_zero_denominator_serialization","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Serialization","Sputnik DAO Interface Tests","",""
"Verifies MAX_DESCRIPTION_LENGTH constant has expected value of 10,000 characters.","0","test_max_description_length_constant","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Constants","Sputnik Bridge Unit Tests","",""
"","2","should compute hash for valid message/nonce/recipient","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEP-413 Verification > computeNep413Hash > Happy Path","Shared Library Unit Tests","",""
"","0","should include ZK proof data","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEP-413 Verification > buildProofData > Positive Tests","Shared Library Unit Tests","",""
"","0","should build proof data from valid inputs","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEP-413 Verification > buildProofData > Happy Path","Shared Library Unit Tests","",""
"Verifies callback emits quorum_updated event when quorum update is successfully approved.","14","test_callback_quorum_updated","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Callbacks","Sputnik Bridge Unit Tests","",""
"","0","test_role_kind_group_serialization","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Serialization","Sputnik DAO Interface Tests","",""
"KNOWN BEHAVIOR: Empty key body returns empty hex string. This documents current behavior - consider throwing an error instead since an empty key is invalid for cryptographic operations.","0","should handle key with only prefix (returns empty hex)","Near Citizens House","Sun Jan 04 17:00:13 UTC 2026","passed","Sun Jan 04 17:00:13 UTC 2026","NEP-413 Verification > extractEd25519PublicKeyHex > Edge Cases","Shared Library Unit Tests","",""
"Verifies callback successfully processes proposal creation and schedules act_proposal.","13","test_callback_proposal_created","Near Citizens House","Sun Jan 04 17:00:30 UTC 2026","passed","Sun Jan 04 17:00:30 UTC 2026","Callbacks","Sputnik Bridge Unit Tests","",""
"Verifies that unpause requires exactly 1 yoctoNEAR deposit.","1051","test_unpause_requires_one_yocto","Near Citizens House","Sun Jan 04 17:04:38 UTC 2026","failed","Sun Jan 04 17:04:39 UTC 2026","Pause/Unpause","Verified Accounts Integration Tests","",""
