"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should require exactly 32-byte nonce","Near Citizens House","Sun Jan 11 22:06:53 UTC 2026","passed","Sun Jan 11 22:06:53 UTC 2026","NEP-413 Verification > computeNep413Hash > Boundary Tests","Shared Library Unit Tests","",""
"","0","should throw for long nonce (33 bytes)","Near Citizens House","Sun Jan 11 22:06:53 UTC 2026","passed","Sun Jan 11 22:06:53 UTC 2026","NEP-413 Verification > computeNep413Hash > Boundary Tests","Shared Library Unit Tests","",""
"Verifies that get_verification returns None for non-existent accounts.","14","test_get_verification_empty","Near Citizens House","Sun Jan 11 22:07:19 UTC 2026","passed","Sun Jan 11 22:07:19 UTC 2026","Composability Interface","Verified Accounts Unit Tests","",""
"","0","accepts all valid examples from NEAR spec","Near Citizens House","Sun Jan 11 22:06:53 UTC 2026","passed","Sun Jan 11 22:06:53 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"Verifies that store_verification rejects when signature account_id doesn't match near_account_id parameter.","23","test_account_id_mismatch","Near Citizens House","Sun Jan 11 22:07:19 UTC 2026","passed","Sun Jan 11 22:07:19 UTC 2026","Input Validation","Verified Accounts Unit Tests","",""
"","72","should return detailed result with verifier address","Near Citizens House","Sun Jan 11 22:06:55 UTC 2026","passed","Sun Jan 11 22:06:55 UTC 2026","ZK Verification > verifyStoredProofWithDetails > Happy Path","Shared Library Unit Tests","",""
"","0","accepts named accounts","Near Citizens House","Sun Jan 11 22:06:53 UTC 2026","passed","Sun Jan 11 22:06:53 UTC 2026","NEAR Account Validation > nearAccountIdSchema","Shared Library Unit Tests","",""
"","0","should produce consistent output for same input","Near Citizens House","Sun Jan 11 22:06:53 UTC 2026","passed","Sun Jan 11 22:06:53 UTC 2026","NEP-413 Verification > extractEd25519PublicKeyHex > Happy Path","Shared Library Unit Tests","",""
"Verifies that update_backend_wallet requires exactly 1 yoctoNEAR attached deposit.","36","test_update_backend_wallet_requires_one_yocto","Near Citizens House","Sun Jan 11 22:07:19 UTC 2026","passed","Sun Jan 11 22:07:19 UTC 2026","Backend Wallet Management","Verified Accounts Unit Tests","",""
"","0","rejects empty string","Near Citizens House","Sun Jan 11 22:06:53 UTC 2026","passed","Sun Jan 11 22:06:53 UTC 2026","NEAR Account Validation > nearAccountIdSchema","Shared Library Unit Tests","",""
"Verifies that newly initialized contract starts with zero verified accounts.","13","test_invariant_verified_count_starts_at_zero","Near Citizens House","Sun Jan 11 22:07:19 UTC 2026","passed","Sun Jan 11 22:07:19 UTC 2026","Invariants","Verified Accounts Unit Tests","",""
"","79","should handle well-formed proof structure","Near Citizens House","Sun Jan 11 22:06:54 UTC 2026","passed","Sun Jan 11 22:06:54 UTC 2026","ZK Verification > verifyStoredProof > Happy Path (Network Connectivity)","Shared Library Unit Tests","",""
"Verifies that backend wallet can be updated by the current backend wallet, emitting proper events.","20","test_update_backend_wallet","Near Citizens House","Sun Jan 11 22:07:19 UTC 2026","passed","Sun Jan 11 22:07:19 UTC 2026","Backend Wallet Management","Verified Accounts Unit Tests","",""
"","3","should reject signature for wrong nonce","Near Citizens House","Sun Jan 11 22:06:53 UTC 2026","passed","Sun Jan 11 22:06:53 UTC 2026","NEP-413 Verification > verifyNearSignature > Negative Tests","Shared Library Unit Tests","",""
"","0","rejects non-hex characters","Near Citizens House","Sun Jan 11 22:06:53 UTC 2026","passed","Sun Jan 11 22:06:53 UTC 2026","NEAR Account Validation > nearImplicitAccountSchema > invalid implicit accounts","Shared Library Unit Tests","",""
"Verifies that a nullifier exactly 80 characters long is accepted.","19","test_nullifier_max_length_allowed","Near Citizens House","Sun Jan 11 22:07:19 UTC 2026","passed","Sun Jan 11 22:07:19 UTC 2026","Input Validation","Verified Accounts Unit Tests","",""
"","64","should complete within reasonable time (30s)","Near Citizens House","Sun Jan 11 22:06:56 UTC 2026","passed","Sun Jan 11 22:06:56 UTC 2026","ZK Verification > RPC Connection > Timeout Handling","Shared Library Unit Tests","",""
"Verifies that storing verifications is blocked when the contract is paused.","19","test_store_verification_when_paused","Near Citizens House","Sun Jan 11 22:07:19 UTC 2026","passed","Sun Jan 11 22:07:19 UTC 2026","Pause/Unpause","Verified Accounts Unit Tests","",""
