"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","accepts deeply nested subaccounts","Near Citizens House","Sun Jan 18 11:59:59 UTC 2026","passed","Sun Jan 18 11:59:59 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"Verifies contract initialization stores correct backend wallet and sets initial verified count to zero.","27","test_initialization","Near Citizens House","Sun Jan 18 12:05:54 UTC 2026","passed","Sun Jan 18 12:05:54 UTC 2026","Contract Initialization","Verified Accounts Unit Tests","",""
"Upgrade test: Full verification data (including ZK proof) readable after upgrade.","4115","test_upgrade_full_verification_readable","Near Citizens House","Sun Jan 18 12:09:52 UTC 2026","passed","Sun Jan 18 12:09:56 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"","0","rejects non-numeric nonce","Near Citizens House","Sun Jan 18 11:59:59 UTC 2026","passed","Sun Jan 18 11:59:59 UTC 2026","External Boundary Validation > nearAccessKeyResponseSchema","Shared Library Unit Tests","",""
"Verifies that store_verification rejects when signature account_id doesn't match near_account_id parameter.","60","test_account_id_mismatch","Near Citizens House","Sun Jan 18 12:05:54 UTC 2026","passed","Sun Jan 18 12:05:54 UTC 2026","Input Validation","Verified Accounts Unit Tests","",""
"Verifies that nonces longer than 32 bytes are rejected.","29","test_nonce_too_long","Near Citizens House","Sun Jan 18 12:05:54 UTC 2026","passed","Sun Jan 18 12:05:54 UTC 2026","Signature Verification","Verified Accounts Unit Tests","",""
"","0","rejects missing userIdentifier","Near Citizens House","Sun Jan 18 11:59:59 UTC 2026","passed","Sun Jan 18 11:59:59 UTC 2026","External Boundary Validation > selfVerificationResultSchema","Shared Library Unit Tests","",""
"Verifies that a proof with exactly 21 public signals within the length limit is accepted.","38","test_public_signals_at_max_length_allowed","Near Citizens House","Sun Jan 18 12:05:54 UTC 2026","passed","Sun Jan 18 12:05:54 UTC 2026","Proof Validation","Verified Accounts Unit Tests","",""
"Verifies that storing verifications is blocked when the contract is paused.","35","test_store_verification_when_paused","Near Citizens House","Sun Jan 18 12:05:54 UTC 2026","passed","Sun Jan 18 12:05:54 UTC 2026","Pause/Unpause","Verified Accounts Unit Tests","",""
"","0","test_verification_summary_json_missing_nullifier_fails","Near Citizens House","Sun Jan 18 12:05:54 UTC 2026","passed","Sun Jan 18 12:05:54 UTC 2026","Validation","Verified Accounts Interface Tests","",""
"","0","rejects accounts starting with separator","Near Citizens House","Sun Jan 18 11:59:59 UTC 2026","passed","Sun Jan 18 11:59:59 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"","0","accepts response without optional fields","Near Citizens House","Sun Jan 18 11:59:59 UTC 2026","passed","Sun Jan 18 11:59:59 UTC 2026","External Boundary Validation > nearAccessKeyResponseSchema","Shared Library Unit Tests","",""
"Critical upgrade test: Deploy V1, store data, upgrade to V2, verify data persists. This tests the core contract state versioning mechanism.","5622","test_upgrade_v1_to_v2_preserves_verifications","Near Citizens House","Sun Jan 18 12:09:53 UTC 2026","passed","Sun Jan 18 12:09:58 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"Upgrade test: V2-specific get_upgrade_timestamp method works after upgrade. ContractV2 records the timestamp when V1 state was migrated.","5633","test_upgrade_v2_contract_upgrade_timestamp","Near Citizens House","Sun Jan 18 12:09:53 UTC 2026","passed","Sun Jan 18 12:09:59 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"Upgrade test: Contract state fields (backend_wallet, paused) persist across upgrade.","4110","test_upgrade_preserves_contract_state","Near Citizens House","Sun Jan 18 12:09:52 UTC 2026","passed","Sun Jan 18 12:09:57 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"Verifies that proof validation accepts fewer than 21 public signals.","36","test_public_signals_under_max_allowed","Near Citizens House","Sun Jan 18 12:05:54 UTC 2026","passed","Sun Jan 18 12:05:54 UTC 2026","Proof Validation","Verified Accounts Unit Tests","",""
"","0","rejects invalid attestation ID","Near Citizens House","Sun Jan 18 11:59:59 UTC 2026","passed","Sun Jan 18 11:59:59 UTC 2026","External Boundary Validation > selfVerificationResultSchema","Shared Library Unit Tests","",""
"Verifies that store_verification rejects unsupported attestation_id values.","61","test_attestation_id_invalid_value_rejected","Near Citizens House","Sun Jan 18 12:05:54 UTC 2026","passed","Sun Jan 18 12:05:54 UTC 2026","Input Validation","Verified Accounts Unit Tests","",""
"","0","returns null for invalid accounts","Near Citizens House","Sun Jan 18 11:59:59 UTC 2026","passed","Sun Jan 18 11:59:59 UTC 2026","NEAR Account Validation > getNearAccountType","Shared Library Unit Tests","",""
