"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
## Purpose
Verifies that a citizen cannot vote twice on the same proposal.

## Security
Prevents vote manipulation by ensuring one-vote-per-citizen per proposal.
","9669","test_cannot_vote_twice_on_same_proposal","Near Citizens House","Wed Jan 07 23:45:21 UTC 2026","passed","Wed Jan 07 23:45:30 UTC 2026","Citizen Voting","Sputnik Bridge Integration Tests","",""
"","70","should handle minimum attestation ID (1)","Near Citizens House","Wed Jan 07 23:19:00 UTC 2026","passed","Wed Jan 07 23:19:00 UTC 2026","ZK Verification > verifyStoredProofWithDetails > Boundary Tests","Shared Library Unit Tests","",""
"Verifies the SputnikDAO submodule deploys and initializes correctly with council policy.","2081","test_dao_deploys_and_initializes","Near Citizens House","Wed Jan 07 23:42:36 UTC 2026","passed","Wed Jan 07 23:42:38 UTC 2026","DAO Sanity Tests","Sputnik Bridge Integration Tests","",""
"Verifies that a single-character description passes validation.","30","test_description_boundary_single_char_passes","Near Citizens House","Wed Jan 07 23:19:18 UTC 2026","passed","Wed Jan 07 23:19:18 UTC 2026","Description Validation","Sputnik Bridge Unit Tests","",""
"","1","should throw for short nonce (31 bytes)","Near Citizens House","Wed Jan 07 23:18:58 UTC 2026","passed","Wed Jan 07 23:18:58 UTC 2026","NEP-413 Verification > computeNep413Hash > Boundary Tests","Shared Library Unit Tests","",""
"Verifies all read-only view functions return correct values for empty contract state.","28","test_read_functions","Near Citizens House","Wed Jan 07 23:19:13 UTC 2026","passed","Wed Jan 07 23:19:13 UTC 2026","Read Functions","Verified Accounts Unit Tests","",""
"","2","uses cached data when available","Near Citizens House","Wed Jan 07 23:19:02 UTC 2026","passed","Wed Jan 07 23:19:02 UTC 2026","Account Age Verification - Unit Tests > cache behavior","Citizens House App Tests","",""
"","1","allows account created 31 days ago","Near Citizens House","Wed Jan 07 23:19:02 UTC 2026","passed","Wed Jan 07 23:19:02 UTC 2026","Account Age Verification - Unit Tests > 30-day boundary precision","Citizens House App Tests","",""
"","82","should successfully connect to Celo RPC endpoint","Near Citizens House","Wed Jan 07 23:19:00 UTC 2026","passed","Wed Jan 07 23:19:00 UTC 2026","ZK Verification > RPC Connection > Happy Path","Shared Library Unit Tests","",""
"","2","should reject signature for wrong recipient","Near Citizens House","Wed Jan 07 23:18:58 UTC 2026","passed","Wed Jan 07 23:18:58 UTC 2026","NEP-413 Verification > verifyNearSignature > Negative Tests","Shared Library Unit Tests","",""
"Verifies that creating a proposal with a whitespace-only description fails.","34","test_create_proposal_whitespace_only_description_fails","Near Citizens House","Wed Jan 07 23:19:18 UTC 2026","passed","Wed Jan 07 23:19:18 UTC 2026","Description Validation","Sputnik Bridge Unit Tests","",""
"Verifies the critical 0-to-1 citizen transition, where quorum updates from 0 to 1 and the first citizen can approve proposals.","9209","test_zero_to_one_citizen_quorum_transition","Near Citizens House","Wed Jan 07 23:43:28 UTC 2026","passed","Wed Jan 07 23:43:37 UTC 2026","Dynamic Quorum","Sputnik Bridge Integration Tests","",""
"","75","should handle proof with large BN254 field elements","Near Citizens House","Wed Jan 07 23:18:59 UTC 2026","passed","Wed Jan 07 23:18:59 UTC 2026","ZK Verification > verifyStoredProof > Boundary Tests","Shared Library Unit Tests","",""
"Verifies QUORUM_PERCENT constant has expected value of 7%.","0","test_quorum_percent_constant","Near Citizens House","Wed Jan 07 23:19:18 UTC 2026","passed","Wed Jan 07 23:19:18 UTC 2026","Constants","Sputnik Bridge Unit Tests","",""
"
## Purpose
Verifies that only the backend wallet can create proposals - unauthorized accounts are rejected.

## Security
This is a critical access control test ensuring the bridge cannot be abused.

## Expected
Transaction fails with ""Only backend wallet"" error.
","5116","test_create_proposal_unauthorized","Near Citizens House","Wed Jan 07 23:44:47 UTC 2026","passed","Wed Jan 07 23:44:52 UTC 2026","Proposal Creation","Sputnik Bridge Integration Tests","",""
"Verifies that empty citizen_role is rejected during initialization.","33","test_initialization_empty_citizen_role_fails","Near Citizens House","Wed Jan 07 23:19:18 UTC 2026","passed","Wed Jan 07 23:19:18 UTC 2026","Initialization","Sputnik Bridge Unit Tests","",""
"Verifies that valid NEP-413 signatures are accepted and verification is stored correctly.","3094","test_valid_signature_verification_succeeds","Near Citizens House","Wed Jan 07 23:25:30 UTC 2026","passed","Wed Jan 07 23:25:34 UTC 2026","Signature Verification","Verified Accounts Integration Tests","",""
"Verifies that the proposal_created event is emitted when a proposal is created via the bridge with correct event data.","5272","test_proposal_created_event_emitted","Near Citizens House","Wed Jan 07 23:42:30 UTC 2026","passed","Wed Jan 07 23:42:36 UTC 2026","Events","Sputnik Bridge Integration Tests","",""
"The Groth16 verifier expects b coordinates in swapped order: b[i][1], b[i][0] instead of b[i][0], b[i][1]. This test verifies the swap is applied.","95","should handle proof b coordinate swap correctly","Near Citizens House","Wed Jan 07 23:18:59 UTC 2026","passed","Wed Jan 07 23:18:59 UTC 2026","ZK Verification > verifyStoredProof > Edge Cases","Shared Library Unit Tests","",""
"","92","should return false for invalid proof","Near Citizens House","Wed Jan 07 23:18:59 UTC 2026","passed","Wed Jan 07 23:18:59 UTC 2026","ZK Verification > verifyStoredProof > Negative Tests","Shared Library Unit Tests","",""
"Critical upgrade test: Deploy V1, store data, upgrade to V2, verify data persists. This tests the core contract state versioning mechanism.","5637","test_upgrade_v1_to_v2_preserves_verifications","Near Citizens House","Wed Jan 07 23:25:48 UTC 2026","passed","Wed Jan 07 23:25:54 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"","0","rejects uppercase hex","Near Citizens House","Wed Jan 07 23:18:58 UTC 2026","passed","Wed Jan 07 23:18:58 UTC 2026","NEAR Account Validation > nearImplicitAccountSchema > invalid implicit accounts","Shared Library Unit Tests","",""
"","91","should default to attestationId=1 when not specified","Near Citizens House","Wed Jan 07 23:18:59 UTC 2026","passed","Wed Jan 07 23:18:59 UTC 2026","ZK Verification > verifyStoredProof > Edge Cases","Shared Library Unit Tests","",""
"Verifies ceil(15 * 7 / 100) = ceil(1.05) = 2.","0","test_quorum_with_15_citizens_equals_2","Near Citizens House","Wed Jan 07 23:19:18 UTC 2026","passed","Wed Jan 07 23:19:18 UTC 2026","Quorum Calculation","Sputnik Bridge Unit Tests","",""
"Verifies that calculated quorum never exceeds the total citizen count.","0","test_invariant_quorum_never_exceeds_citizen_count","Near Citizens House","Wed Jan 07 23:19:18 UTC 2026","passed","Wed Jan 07 23:19:18 UTC 2026","Invariants","Sputnik Bridge Unit Tests","",""
"","78","should return isValid=false for invalid proof","Near Citizens House","Wed Jan 07 23:19:00 UTC 2026","passed","Wed Jan 07 23:19:00 UTC 2026","ZK Verification > verifyStoredProofWithDetails > Positive Tests","Shared Library Unit Tests","",""
"Verifies unauthorized account cannot update backend wallet and receives appropriate error.","83","test_update_backend_wallet_unauthorized","Near Citizens House","Wed Jan 07 23:19:18 UTC 2026","passed","Wed Jan 07 23:19:18 UTC 2026","Backend Wallet Management","Sputnik Bridge Unit Tests","",""
