"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies refund 004 full refund on proposal cancelled.","6931","it_refund_004_full_refund_on_proposal_cancelled","Near Citizens House","Fri Feb 20 13:59:17 UTC 2026","passed","Fri Feb 20 13:59:24 UTC 2026","Storage","Governance Integration Tests","",""
"","0","shows loading state while eligibility is being checked","deriveVotePanelState","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","","","",""
"","0","rejects invalid characters","Near Citizens House","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"Verifies e2e 002 full happy path no wins.","23730","it_e2e_002_full_happy_path_no_wins","Near Citizens House","Fri Feb 20 13:51:53 UTC 2026","passed","Fri Feb 20 13:52:17 UTC 2026","End-to-End","Governance Integration Tests","",""
"","0","rejects wrong action for domain","Analytics Event Type Safety","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","","invalid events cause type errors","",""
"Verifies config 006 update pending expiry during active.","6109","it_config_006_update_pending_expiry_during_active","Near Citizens House","Fri Feb 20 13:50:21 UTC 2026","passed","Fri Feb 20 13:50:27 UTC 2026","Configuration","Governance Integration Tests","",""
"","0","accepts new wallet and token events","Analytics Event Type Safety","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","","valid events compile correctly","",""
"","0","stops optimistic aggregates when server tallies include the confirmed vote","optimistic vote reconciliation","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","","","",""
"Verifies snap 002 zero snapshot rejection.","4601","it_snap_002_zero_snapshot_rejection","Near Citizens House","Fri Feb 20 13:58:48 UTC 2026","passed","Fri Feb 20 13:58:53 UTC 2026","Snapshots","Governance Integration Tests","",""
"","0","pending -> active at start boundary","deriveProposalTimelineModel lifecycle coverage (contract-aligned)","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","","","",""
"","0","rejects governance vote event without required fields","Analytics Event Type Safety","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","","invalid events cause type errors","",""
"","0","accepts deeply nested subaccounts","Near Citizens House","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"Verifies config 004 quorum snapshots per proposal.","7627","it_config_004_quorum_snapshots_per_proposal","Near Citizens House","Fri Feb 20 13:49:51 UTC 2026","passed","Fri Feb 20 13:49:59 UTC 2026","Configuration","Governance Integration Tests","",""
"","0","should handle input exceeding typical maximum length","Near Citizens House","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","NEP-413 Verification > parseUserContextData > Boundary Tests","Shared Library Unit Tests","",""
"Verifies that update_backend_wallet requires exactly 1 yoctoNEAR deposit.","4200","test_update_backend_wallet_requires_one_yocto","Near Citizens House","Fri Feb 20 13:20:52 UTC 2026","passed","Fri Feb 20 13:20:56 UTC 2026","Access Control","Verified Accounts Integration Tests","",""
"","2","accepts minimum length (2 chars)","Near Citizens House","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"","3","redirects to maintenance when maintenance mode is enabled","proxy governance admin route override","Fri Feb 20 13:10:52 UTC 2026","passed","Fri Feb 20 13:10:52 UTC 2026","","","",""
"","0","rejects scheduled starts beyond max_start_delay_secs","governance proposal validation","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","","","",""
"","1","accepts FullAccess object variant","Near Citizens House","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","External Boundary Validation > nearAccessKeyResponseSchema","Shared Library Unit Tests","",""
"Verifies block 002 add blocklist unverified account.","5100","it_block_002_add_blocklist_unverified_account","Near Citizens House","Fri Feb 20 13:38:51 UTC 2026","passed","Fri Feb 20 13:38:56 UTC 2026","Blocklist","Governance Integration Tests","",""
"","2","should reject invalid signature","Near Citizens House","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","NEP-413 Verification > verifyNearSignature > Negative Tests","Shared Library Unit Tests","",""
"","0","should handle very long recipient string","Near Citizens House","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","NEP-413 Verification > computeNep413Hash > Edge Cases","Shared Library Unit Tests","",""
"","0","active -> succeeded after finalize","deriveProposalTimelineModel lifecycle coverage (contract-aligned)","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","","","",""
"","0","rejects accounts starting with separator","Near Citizens House","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"Verifies that valid NEP-413 signatures are accepted and verification is stored correctly.","3586","test_valid_signature_verification_succeeds","Near Citizens House","Fri Feb 20 13:20:55 UTC 2026","passed","Fri Feb 20 13:20:59 UTC 2026","Signature Verification","Verified Accounts Integration Tests","",""
"Verifies that all-0xFF nonce (max byte values) is accepted.","3749","test_nonce_all_max_bytes","Near Citizens House","Fri Feb 20 13:20:52 UTC 2026","passed","Fri Feb 20 13:20:55 UTC 2026","Edge Cases","Verified Accounts Integration Tests","",""
"","0","rejects non-hex characters","Near Citizens House","Fri Feb 20 13:10:51 UTC 2026","passed","Fri Feb 20 13:10:51 UTC 2026","NEAR Account Validation > nearImplicitAccountSchema > invalid implicit accounts","Shared Library Unit Tests","",""
"Verifies block 004 unblocklist happy path.","6106","it_block_004_unblocklist_happy_path","Near Citizens House","Fri Feb 20 13:39:02 UTC 2026","passed","Fri Feb 20 13:39:08 UTC 2026","Blocklist","Governance Integration Tests","",""
"Verifies e2e 008 concurrentproposals independent.","23729","it_e2e_008_concurrentproposals_independent","Near Citizens House","Fri Feb 20 13:53:50 UTC 2026","passed","Fri Feb 20 13:54:14 UTC 2026","End-to-End","Governance Integration Tests","",""
