"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies sec 002 non admin cannot call admin methods.","13176","it_sec_002_non_admin_cannot_call_admin_methods","Near Citizens House","Sun Feb 22 16:35:49 UTC 2026","passed","Sun Feb 22 16:36:03 UTC 2026","Security","Governance Integration Tests","",""
"","1","should produce different hash for different nonces","Near Citizens House","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","NEP-413 Verification > computeNep413Hash > Happy Path","Shared Library Unit Tests","",""
"","0","pending -> failed (pending_expired) before start","deriveProposalTimelineModel lifecycle coverage (contract-aligned)","Sun Feb 22 15:06:22 UTC 2026","passed","Sun Feb 22 15:06:22 UTC 2026","","","",""
"","0","rejects accounts longer than 64 chars","Near Citizens House","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"Verifies that pagination is capped at 100 items even when requesting more.","108658","test_pagination_limit_capped_at_100","Near Citizens House","Sun Feb 22 15:58:21 UTC 2026","passed","Sun Feb 22 16:00:09 UTC 2026","Pagination","Verified Accounts Integration Tests","",""
"Verifies that signatures shorter than 64 bytes are rejected.","25","test_invalid_signature_length","Near Citizens House","Sun Feb 22 15:08:05 UTC 2026","passed","Sun Feb 22 15:08:05 UTC 2026","Signature Verification","Verified Accounts Unit Tests","",""
"Verifies prop err 005 expire pending not pending.","6118","it_prop_err_005_expire_pending_not_pending","Near Citizens House","Sun Feb 22 16:34:36 UTC 2026","passed","Sun Feb 22 16:34:43 UTC 2026","Proposals","Governance Integration Tests","",""
"","0","should preserve base64 nonce format","Near Citizens House","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","NEP-413 Verification > parseUserContextData > Positive Tests","Shared Library Unit Tests","",""
"","1","accepts FullAccess object variant","Near Citizens House","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","External Boundary Validation > nearAccessKeyResponseSchema","Shared Library Unit Tests","",""
"","2","should reject signature for wrong message","Near Citizens House","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","NEP-413 Verification > verifyNearSignature > Negative Tests","Shared Library Unit Tests","",""
"Verifies bond 004 retained after pending expired.","7130","it_bond_004_retained_after_pending_expired","Near Citizens House","Sun Feb 22 16:26:47 UTC 2026","passed","Sun Feb 22 16:26:54 UTC 2026","Bond","Governance Integration Tests","",""
"","0","recognizes 'expired' as retryable","Near Citizens House","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","isRetryableError (tested via message patterns)","Backend Key Registration Unit Tests","",""
"Verifies vote async 001 submitted before end callback after end.","18693","it_vote_async_001_submitted_before_end_callback_after_end","Near Citizens House","Sun Feb 22 16:39:02 UTC 2026","passed","Sun Feb 22 16:39:21 UTC 2026","Async Voting","Governance Integration Tests","",""
"","3","should reject signature for wrong recipient","Near Citizens House","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","NEP-413 Verification > verifyNearSignature > Negative Tests","Shared Library Unit Tests","",""
"","0","requires platform on updated events","Analytics Event Type Safety","Sun Feb 22 15:06:22 UTC 2026","passed","Sun Feb 22 15:06:22 UTC 2026","","invalid events cause type errors","",""
"","0","pending -> failed (pending_expired) after scheduled start","deriveProposalTimelineModel lifecycle coverage (contract-aligned)","Sun Feb 22 15:06:22 UTC 2026","passed","Sun Feb 22 15:06:22 UTC 2026","","","",""
"","0","rejects non-base64 payload","relayRequestSchema","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","","","",""
"Verifies that is_verified returns false for accounts that have not been verified.","2578","test_is_verified_returns_false_for_unverified","Near Citizens House","Sun Feb 22 15:58:23 UTC 2026","passed","Sun Feb 22 15:58:26 UTC 2026","Read Functions","Verified Accounts Integration Tests","",""
"","0","accepts deeply nested subaccounts","Near Citizens House","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > valid named accounts","Shared Library Unit Tests","",""
"","0","detects manifest/derived mismatches","deterministic voter manifest helpers","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","","","",""
"","0","redirects /proposals/admin to stage home when override is disabled","proxy governance admin route override","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","","","",""
"","0","pending callback delay after scheduled end","deriveProposalTimelineModel lifecycle coverage (contract-aligned)","Sun Feb 22 15:06:22 UTC 2026","passed","Sun Feb 22 15:06:22 UTC 2026","","","",""
"Verifies refund 009 no transfer when voting is free.","7120","it_refund_009_no_transfer_when_voting_is_free","Near Citizens House","Sun Feb 22 16:37:54 UTC 2026","passed","Sun Feb 22 16:38:01 UTC 2026","Storage","Governance Integration Tests","",""
"","0","rejects wrong length","Near Citizens House","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","NEAR Account Validation > ethImplicitAccountSchema > invalid ETH-implicit accounts","Shared Library Unit Tests","",""
"Verifies that the backend wallet can be updated and the new wallet gains proper permissions.","4740","test_update_backend_wallet","Near Citizens House","Sun Feb 22 15:58:21 UTC 2026","passed","Sun Feb 22 15:58:25 UTC 2026","Access Control","Verified Accounts Integration Tests","",""
"","1","parses all vote_rejected reasons","resolveGovernanceVoteOutcome","Sun Feb 22 15:06:22 UTC 2026","passed","Sun Feb 22 15:06:22 UTC 2026","","","",""
"","0","should extract public key from valid ed25519: prefixed key","Near Citizens House","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","NEP-413 Verification > extractEd25519PublicKeyHex > Happy Path","Shared Library Unit Tests","",""
"","2","should handle keys from different keypairs","Near Citizens House","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","NEP-413 Verification > extractEd25519PublicKeyHex > Positive Tests","Shared Library Unit Tests","",""
"","0","active during voting","deriveProposalTimelineModel lifecycle coverage (contract-aligned)","Sun Feb 22 15:06:22 UTC 2026","passed","Sun Feb 22 15:06:22 UTC 2026","","","",""
"","0","should return null for empty accountId","Near Citizens House","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","NEP-413 Verification > parseUserContextData > Negative Tests","Shared Library Unit Tests","",""
"","2","should handle 64-byte signature (Ed25519 standard)","Near Citizens House","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","NEP-413 Verification > verifyNearSignature > Boundary Tests","Shared Library Unit Tests","",""
"","0","rejects missing nonce","Near Citizens House","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","External Boundary Validation > nearAccessKeyResponseSchema","Shared Library Unit Tests","",""
"","0","rejects separators at subaccount part boundaries","Near Citizens House","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"","0","accepts valid citizens events","Analytics Event Type Safety","Sun Feb 22 15:06:22 UTC 2026","passed","Sun Feb 22 15:06:22 UTC 2026","","valid events compile correctly","",""
"","1","writes and reads manifests from disk","deterministic voter manifest helpers","Sun Feb 22 15:06:23 UTC 2026","passed","Sun Feb 22 15:06:23 UTC 2026","","","",""
