"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies prop 006b deferred start ends at from start.","42","ut_prop_006b_deferred_start_ends_at_from_start","Near Citizens House","Sun Feb 22 15:01:29 UTC 2026","passed","Sun Feb 22 15:01:29 UTC 2026","Proposals","Governance Unit Tests","",""
"","0","should produce consistent output for same input","Near Citizens House","Sun Feb 22 15:02:12 UTC 2026","passed","Sun Feb 22 15:02:12 UTC 2026","NEP-413 Verification > extractEd25519PublicKeyHex > Happy Path","Shared Library Unit Tests","",""
"Verifies init 006b min bond below min.","31","ut_init_006b_min_bond_below_min","Near Citizens House","Sun Feb 22 15:01:29 UTC 2026","passed","Sun Feb 22 15:01:29 UTC 2026","Initialization","Governance Unit Tests","",""
"Verifies vote cb 007c vote choice no.","66","ut_vote_cb_007c_vote_choice_no","Near Citizens House","Sun Feb 22 15:01:29 UTC 2026","passed","Sun Feb 22 15:01:29 UTC 2026","Callbacks","Governance Unit Tests","",""
"","0","accepts new wallet and token events","Analytics Event Type Safety","Sun Feb 22 15:02:12 UTC 2026","passed","Sun Feb 22 15:02:12 UTC 2026","","valid events compile correctly","",""
"","0","shows connect prompt for active proposal when wallet is disconnected","deriveVotePanelState","Sun Feb 22 15:02:12 UTC 2026","passed","Sun Feb 22 15:02:12 UTC 2026","","","",""
"Verifies that only the backend wallet can store verifications and unauthorized accounts are rejected.","60","test_unauthorized_write","Near Citizens House","Sun Feb 22 14:57:07 UTC 2026","passed","Sun Feb 22 14:57:07 UTC 2026","Access Control","Verified Accounts Unit Tests","",""
"Verifies view 010 has voted nonexistent proposal.","28","ut_view_010_has_voted_nonexistent_proposal","Near Citizens House","Sun Feb 22 15:01:30 UTC 2026","passed","Sun Feb 22 15:01:30 UTC 2026","View","Governance Unit Tests","",""
"Verifies contract initialization stores correct backend wallet and sets initial verified count to zero.","29","test_initialization","Near Citizens House","Sun Feb 22 14:57:07 UTC 2026","passed","Sun Feb 22 14:57:07 UTC 2026","Contract Initialization","Verified Accounts Unit Tests","",""
"","0","normalizes generic transaction prefixes for unknown errors","getTransactionFailureMessage","Sun Feb 22 15:02:12 UTC 2026","passed","Sun Feb 22 15:02:12 UTC 2026","","","",""
"Verifies that the contract initializes correctly with proper backend wallet, zero count, and unpaused state.","2679","test_contract_initialization","Near Citizens House","Sun Feb 22 15:14:46 UTC 2026","passed","Sun Feb 22 15:14:48 UTC 2026","Initialization","Verified Accounts Integration Tests","",""
"","0","should parse valid plain JSON input","Near Citizens House","Sun Feb 22 15:02:12 UTC 2026","passed","Sun Feb 22 15:02:12 UTC 2026","NEP-413 Verification > parseUserContextData > Happy Path","Shared Library Unit Tests","",""
"Verifies view 011 get vote nonexistent proposal.","50","ut_view_011_get_vote_nonexistent_proposal","Near Citizens House","Sun Feb 22 15:01:30 UTC 2026","passed","Sun Feb 22 15:01:30 UTC 2026","View","Governance Unit Tests","",""
"Verifies config 003 update verified contract locked by pending.","55","ut_config_003_update_verified_contract_locked_by_pending","Near Citizens House","Sun Feb 22 15:01:29 UTC 2026","passed","Sun Feb 22 15:01:29 UTC 2026","Configuration","Governance Unit Tests","",""
"Verifies prop 008b expire pending on non pending.","225","ut_prop_008b_expire_pending_on_non_pending","Near Citizens House","Sun Feb 22 15:01:29 UTC 2026","passed","Sun Feb 22 15:01:30 UTC 2026","Proposals","Governance Unit Tests","",""
"Verifies that storing verifications is blocked when the contract is paused.","4218","test_store_verification_when_paused","Near Citizens House","Sun Feb 22 15:14:46 UTC 2026","passed","Sun Feb 22 15:14:50 UTC 2026","Pause/Unpause","Verified Accounts Integration Tests","",""
"","0","returns null for invalid accounts","Near Citizens House","Sun Feb 22 15:02:12 UTC 2026","passed","Sun Feb 22 15:02:12 UTC 2026","NEAR Account Validation > getNearAccountType","Shared Library Unit Tests","",""
"Verifies that user_context_data at the 4096 character limit is accepted.","37","test_user_context_data_max_length_allowed","Near Citizens House","Sun Feb 22 14:57:07 UTC 2026","passed","Sun Feb 22 14:57:07 UTC 2026","Input Validation","Verified Accounts Unit Tests","",""
"Test 1.1.4: Verifies that the contract cannot be reinitialized after initial setup.","3222","test_init_cannot_reinitialize","Near Citizens House","Sun Feb 22 15:14:46 UTC 2026","passed","Sun Feb 22 15:14:49 UTC 2026","Initialization","Verified Accounts Integration Tests","",""
"","0","rejects invalid stage value for errors","Analytics Event Type Safety","Sun Feb 22 15:02:12 UTC 2026","passed","Sun Feb 22 15:02:12 UTC 2026","","invalid events cause type errors","",""
"Verifies vote cb 003b proposal pending.","48","ut_vote_cb_003b_proposal_pending","Near Citizens House","Sun Feb 22 15:01:29 UTC 2026","passed","Sun Feb 22 15:01:29 UTC 2026","Callbacks","Governance Unit Tests","",""
"Verifies prop err 006 finalize not active.","15670","it_prop_err_006_finalize_not_active","Near Citizens House","Sun Feb 22 15:51:07 UTC 2026","passed","Sun Feb 22 15:51:22 UTC 2026","Proposals","Governance Integration Tests","",""
"","0","should throw for invalid base58 characters","Near Citizens House","Sun Feb 22 15:02:12 UTC 2026","passed","Sun Feb 22 15:02:12 UTC 2026","NEP-413 Verification > extractEd25519PublicKeyHex > Negative Tests","Shared Library Unit Tests","",""
"Verifies json 003 get config neartoken and numeric fields.","28","ut_json_003_get_config_neartoken_and_numeric_fields","Near Citizens House","Sun Feb 22 15:01:29 UTC 2026","passed","Sun Feb 22 15:01:29 UTC 2026","JSON Events","Governance Unit Tests","",""
"","4","normalizes other paginations to fixed sizes","rpc-tags helpers","Sun Feb 22 15:02:12 UTC 2026","passed","Sun Feb 22 15:02:12 UTC 2026","","","",""
"Verifies view 002 list votes pagination.","10151","it_view_002_list_votes_pagination","Near Citizens House","Sun Feb 22 15:55:09 UTC 2026","passed","Sun Feb 22 15:55:19 UTC 2026","View","Governance Integration Tests","",""
"","2","created -> pending before start","deriveProposalTimelineModel lifecycle coverage (contract-aligned)","Sun Feb 22 15:02:12 UTC 2026","passed","Sun Feb 22 15:02:12 UTC 2026","","","",""
"Verifies that replay attempts are rejected by account uniqueness.","3582","test_signature_replay_rejected","Near Citizens House","Sun Feb 22 15:14:49 UTC 2026","passed","Sun Feb 22 15:14:52 UTC 2026","Security","Verified Accounts Integration Tests","",""
"Verifies that list_verifications pagination works correctly with multiple verified accounts.","5592","test_list_verifications_pagination","Near Citizens House","Sun Feb 22 15:14:49 UTC 2026","passed","Sun Feb 22 15:14:55 UTC 2026","Signature Verification","Verified Accounts Integration Tests","",""
"Upgrade test: Contract state fields (backend_wallet, paused) persist across upgrade.","4103","test_upgrade_preserves_contract_state","Near Citizens House","Sun Feb 22 15:14:50 UTC 2026","passed","Sun Feb 22 15:14:54 UTC 2026","Versioning","Verified Accounts Integration Tests","",""
"Verifies init 003c quorum bps above max.","28","ut_init_003c_quorum_bps_above_max","Near Citizens House","Sun Feb 22 15:01:29 UTC 2026","passed","Sun Feb 22 15:01:29 UTC 2026","Initialization","Governance Unit Tests","",""
"Verifies snap 003 callback error.","56","ut_snap_003_callback_error","Near Citizens House","Sun Feb 22 15:01:29 UTC 2026","passed","Sun Feb 22 15:01:29 UTC 2026","Callbacks","Governance Unit Tests","",""
"","0","pending -> cancelled before start","deriveProposalTimelineModel lifecycle coverage (contract-aligned)","Sun Feb 22 15:02:12 UTC 2026","passed","Sun Feb 22 15:02:12 UTC 2026","","","",""
"Verifies block cb 002 invalid promise results count.","55","ut_block_cb_002_invalid_promise_results_count","Near Citizens House","Sun Feb 22 15:01:29 UTC 2026","passed","Sun Feb 22 15:01:29 UTC 2026","Callbacks","Governance Unit Tests","",""
"Verifies prop 000 create proposal non admin.","49","ut_prop_000_create_proposal_non_admin","Near Citizens House","Sun Feb 22 15:01:29 UTC 2026","passed","Sun Feb 22 15:01:29 UTC 2026","Proposals","Governance Unit Tests","",""
"Verifies block 001 add blocklist verified account.","28785","it_block_001_add_blocklist_verified_account","Near Citizens House","Sun Feb 22 15:32:17 UTC 2026","passed","Sun Feb 22 15:32:46 UTC 2026","Blocklist","Governance Integration Tests","",""
"","0","pending -> active at start boundary","deriveProposalTimelineModel lifecycle coverage (contract-aligned)","Sun Feb 22 15:02:12 UTC 2026","passed","Sun Feb 22 15:02:12 UTC 2026","","","",""
"Verifies snap 001 on snapshot ignores non pending.","102","ut_snap_001_on_snapshot_ignores_non_pending","Near Citizens House","Sun Feb 22 15:01:29 UTC 2026","passed","Sun Feb 22 15:01:29 UTC 2026","Callbacks","Governance Unit Tests","",""
"Verifies that batch verification returns false for all non-verified accounts.","27","test_are_verified_empty","Near Citizens House","Sun Feb 22 14:57:07 UTC 2026","passed","Sun Feb 22 14:57:07 UTC 2026","Composability Interface","Verified Accounts Unit Tests","",""
"Verifies event 009 admin added removed payload types.","77","ut_event_009_admin_added_removed_payload_types","Near Citizens House","Sun Feb 22 15:01:29 UTC 2026","passed","Sun Feb 22 15:01:29 UTC 2026","JSON Events","Governance Unit Tests","",""
"Verifies e2e 004 start delay happy path.","10147","it_e2e_004_start_delay_happy_path","Near Citizens House","Sun Feb 22 15:46:59 UTC 2026","passed","Sun Feb 22 15:47:09 UTC 2026","End-to-End","Governance Integration Tests","",""
"Verifies admin 015 clear stale pending vote without one yocto.","51","ut_admin_015_clear_stale_pending_vote_without_one_yocto","Near Citizens House","Sun Feb 22 15:01:29 UTC 2026","passed","Sun Feb 22 15:01:29 UTC 2026","Admin","Governance Unit Tests","",""
"Verifies vote 002 cast vote timing boundaries.","126","ut_vote_002_cast_vote_timing_boundaries","Near Citizens House","Sun Feb 22 15:01:30 UTC 2026","passed","Sun Feb 22 15:01:30 UTC 2026","Voting","Governance Unit Tests","",""
"Verifies snap 005 success activates.","74","ut_snap_005_success_activates","Near Citizens House","Sun Feb 22 15:01:29 UTC 2026","passed","Sun Feb 22 15:01:29 UTC 2026","Callbacks","Governance Unit Tests","",""
