"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should reject invalid signature","Near Citizens House","Thu Feb 05 14:11:49 UTC 2026","passed","Thu Feb 05 14:11:49 UTC 2026","NEP-413 Verification > verifyNearSignature > Negative Tests","Shared Library Unit Tests","",""
"","0","should throw for invalid base58 characters","Near Citizens House","Thu Feb 05 14:11:49 UTC 2026","passed","Thu Feb 05 14:11:49 UTC 2026","NEP-413 Verification > extractEd25519PublicKeyHex > Negative Tests","Shared Library Unit Tests","",""
"","0","should handle empty message","Near Citizens House","Thu Feb 05 14:11:49 UTC 2026","passed","Thu Feb 05 14:11:49 UTC 2026","NEP-413 Verification > computeNep413Hash > Edge Cases","Shared Library Unit Tests","",""
"Verifies that verification storage fails when contract has insufficient available balance. The NEAR protocol enforces storage costs at transaction commit time, preventing state changes that would exceed the account's balance. This test dynamically calculates the drain amount based on actual storage usage to ensure reliability.","4095","test_insufficient_contract_balance_rejected","Near Citizens House","Thu Feb 05 14:37:48 UTC 2026","passed","Thu Feb 05 14:37:52 UTC 2026","Security","Verified Accounts Integration Tests","",""
"","0","rejects wrong length","Near Citizens House","Thu Feb 05 14:11:49 UTC 2026","passed","Thu Feb 05 14:11:49 UTC 2026","NEAR Account Validation > nearImplicitAccountSchema > invalid implicit accounts","Shared Library Unit Tests","",""
"","0","rejects uppercase hex","Near Citizens House","Thu Feb 05 14:11:49 UTC 2026","passed","Thu Feb 05 14:11:49 UTC 2026","NEAR Account Validation > ethImplicitAccountSchema > invalid ETH-implicit accounts","Shared Library Unit Tests","",""
"Verifies that the backend wallet can be updated and the new wallet gains proper permissions.","4766","test_update_backend_wallet","Near Citizens House","Thu Feb 05 14:37:45 UTC 2026","passed","Thu Feb 05 14:37:50 UTC 2026","Access Control","Verified Accounts Integration Tests","",""
"","1","should have applicantId as required","SumSub webhook schema drift detection","Thu Feb 05 14:11:49 UTC 2026","passed","Thu Feb 05 14:11:49 UTC 2026","","","",""
"Verifies that invalid NEAR signatures are rejected during NEP-413 verification.","36","test_invalid_signature","Near Citizens House","Thu Feb 05 14:35:26 UTC 2026","passed","Thu Feb 05 14:35:26 UTC 2026","Signature Verification","Verified Accounts Unit Tests","",""
"","0","should handle nonce with mixed byte values","Near Citizens House","Thu Feb 05 14:11:49 UTC 2026","passed","Thu Feb 05 14:11:49 UTC 2026","NEP-413 Verification > computeNep413Hash > Boundary Tests","Shared Library Unit Tests","",""
