"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that nonces shorter than 32 bytes are rejected.","31","test_invalid_nonce_length","Near Citizens House","Fri Jan 30 12:53:02 UTC 2026","passed","Fri Jan 30 12:53:02 UTC 2026","Signature Verification","Verified Accounts Unit Tests","",""
"","0","rejects uppercase 0X prefix","Near Citizens House","Fri Jan 30 12:50:40 UTC 2026","passed","Fri Jan 30 12:50:40 UTC 2026","NEAR Account Validation > ethImplicitAccountSchema > invalid ETH-implicit accounts","Shared Library Unit Tests","",""
"","0","rejects invalid characters","Near Citizens House","Fri Jan 30 12:50:40 UTC 2026","passed","Fri Jan 30 12:50:40 UTC 2026","NEAR Account Validation > nearNamedAccountSchema > invalid named accounts","Shared Library Unit Tests","",""
"","0","should produce different hash for different messages","Near Citizens House","Fri Jan 30 12:50:40 UTC 2026","passed","Fri Jan 30 12:50:40 UTC 2026","NEP-413 Verification > computeNep413Hash > Happy Path","Shared Library Unit Tests","",""
"Verifies that calling unpause() when not paused fails with descriptive error.","37","test_unpause_when_not_paused_rejected","Near Citizens House","Fri Jan 30 12:53:02 UTC 2026","passed","Fri Jan 30 12:53:02 UTC 2026","Pause/Unpause","Verified Accounts Unit Tests","",""
"Verifies that unicode characters in user_context_data are handled correctly.","3716","test_unicode_in_user_context_data","Near Citizens House","Fri Jan 30 12:56:50 UTC 2026","passed","Fri Jan 30 12:56:53 UTC 2026","Edge Cases","Verified Accounts Integration Tests","",""
"Verifies that list_verifications returns an empty list when no accounts have been verified.","2078","test_list_verifications_empty","Near Citizens House","Fri Jan 30 12:56:52 UTC 2026","passed","Fri Jan 30 12:56:54 UTC 2026","Read Functions","Verified Accounts Integration Tests","",""
"","0","should produce exactly 32-byte (64 hex char) output","Near Citizens House","Fri Jan 30 12:50:40 UTC 2026","passed","Fri Jan 30 12:50:40 UTC 2026","NEP-413 Verification > extractEd25519PublicKeyHex > Boundary Tests","Shared Library Unit Tests","",""
"Verifies that only the backend wallet can pause the contract and unauthorized accounts are rejected.","49","test_unauthorized_pause","Near Citizens House","Fri Jan 30 12:53:02 UTC 2026","passed","Fri Jan 30 12:53:02 UTC 2026","Pause/Unpause","Verified Accounts Unit Tests","",""
"","0","accepts valid consent events","Analytics Event Type Safety","Fri Jan 30 12:50:40 UTC 2026","passed","Fri Jan 30 12:50:40 UTC 2026","","valid events compile correctly","",""
"","0","test_verification_json_roundtrip","Near Citizens House","Fri Jan 30 12:53:02 UTC 2026","passed","Fri Jan 30 12:53:02 UTC 2026","Serialization","Verified Accounts Interface Tests","",""
"Test 1.1.4: Verifies that the contract cannot be reinitialized after initial setup.","3248","test_init_cannot_reinitialize","Near Citizens House","Fri Jan 30 12:56:50 UTC 2026","passed","Fri Jan 30 12:56:53 UTC 2026","Initialization","Verified Accounts Integration Tests","",""
"Verifies that changing the recipient after signing invalidates the signature.","21","test_signature_wrong_recipient_rejected","Near Citizens House","Fri Jan 30 12:53:02 UTC 2026","passed","Fri Jan 30 12:53:02 UTC 2026","Signature Verification","Verified Accounts Unit Tests","",""
"
## Purpose
Verifies that VersionedVerification enum discriminants remain constant for record migration.

## Why This Matters
- If VersionedVerification::V1 discriminant changes, existing records become unreadable
- Lazy migration relies on correctly deserializing V1 records

## Expected Values
- V1: 0x00
","0","test_versioned_verification_discriminants_are_stable","Near Citizens House","Fri Jan 30 12:53:02 UTC 2026","passed","Fri Jan 30 12:53:02 UTC 2026","Storage Stability","Verified Accounts Unit Tests","",""
"","2","should verify valid signature from correct signer","Near Citizens House","Fri Jan 30 12:50:40 UTC 2026","passed","Fri Jan 30 12:50:40 UTC 2026","NEP-413 Verification > verifyNearSignature > Happy Path","Shared Library Unit Tests","",""
"","0","rejects missing 0x prefix","Near Citizens House","Fri Jan 30 12:50:40 UTC 2026","passed","Fri Jan 30 12:50:40 UTC 2026","NEAR Account Validation > ethImplicitAccountSchema > invalid ETH-implicit accounts","Shared Library Unit Tests","",""
